fen,played_move_uci
r4rk1/p2nbbpp/1qpnpp2/3p3P/P2P1BP1/1PNNPP2/6B1/R2Q1RK1 w - - 1 18,a4a5
r4rk1/p2nbbpp/1qpnpp2/P2p3P/3P1BP1/1PNNPP2/6B1/R2Q1RK1 b - - 0 18,b6d8
r2q1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/6B1/R2Q1RK1 w - - 1 19,d1e2
r2q1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/4Q1B1/R4RK1 b - - 2 19,a8c8
2rq1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/4Q1B1/R4RK1 w - - 3 20,e3e4
2rq1rk1/p2nbbpp/2pnpp2/P2p3P/3PPBP1/1PNN1P2/4Q1B1/R4RK1 b - - 0 20,d5e4
2rq1rk1/p2nbbpp/2pnpp2/P6P/3PpBP1/1PNN1P2/4Q1B1/R4RK1 w - - 0 21,f3e4
2rq1rk1/p2nbbpp/2pnpp2/P6P/3PPBP1/1PNN4/4Q1B1/R4RK1 b - - 0 21,d6b5
2rq1rk1/p2nbbpp/2p1pp2/Pn5P/3PPBP1/1PNN4/4Q1B1/R4RK1 w - - 1 22,c3b5
2rq1rk1/p2nbbpp/2p1pp2/PN5P/3PPBP1/1P1N4/4Q1B1/R4RK1 b - - 0 22,c6b5
2rq1rk1/p2nbbpp/4pp2/Pp5P/3PPBP1/1P1N4/4Q1B1/R4RK1 w - - 0 23,f4e3
2rq1rk1/p2nbbpp/4pp2/Pp5P/3PP1P1/1P1NB3/4Q1B1/R4RK1 b - - 1 23,c8c3
3q1rk1/p2nbbpp/4pp2/Pp5P/3PP1P1/1PrNB3/4Q1B1/R4RK1 w - - 2 24,b3b4
3q1rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/R4RK1 b - - 0 24,d8c8
2q2rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/R4RK1 w - - 1 25,a1c1
2q2rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/2R2RK1 b - - 2 25,c8c4
5rk1/p2nbbpp/4pp2/Pp5P/1PqPP1P1/2rNB3/4Q1B1/2R2RK1 w - - 3 26,c1c3
5rk1/p2nbbpp/4pp2/Pp5P/1PqPP1P1/2RNB3/4Q1B1/5RK1 b - - 0 26,c4c3
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2qNB3/4Q1B1/5RK1 w - - 0 27,f1c1
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2qNB3/4Q1B1/2R3K1 b - - 1 27,c3a3
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/2R3K1 w - - 2 28,c1c7
5rk1/p1Rnbbpp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 b - - 3 28,f7e8
4brk1/p1Rnb1pp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 w - - 4 29,c7a7
4brk1/R2nb1pp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 b - - 0 29,e7b4
4brk1/R2n2pp/4pp2/Pp5P/1b1PP1P1/q2NB3/4Q1B1/6K1 w - - 0 30,d3b4
4brk1/R2n2pp/4pp2/Pp5P/1N1PP1P1/q3B3/4Q1B1/6K1 b - - 0 30,a3b4
4brk1/R2n2pp/4pp2/Pp5P/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 31,h5h6
4brk1/R2n2pp/4pp1P/Pp6/1q1PP1P1/4B3/4Q1B1/6K1 b - - 0 31,g7g6
4brk1/R2n3p/4pppP/Pp6/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 32,a5a6
4brk1/R2n3p/P3pppP/1p6/1q1PP1P1/4B3/4Q1B1/6K1 b - - 0 32,f6f5
4brk1/R2n3p/P3p1pP/1p3p2/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 33,g4f5
4brk1/R2n3p/P3p1pP/1p3P2/1q1PP3/4B3/4Q1B1/6K1 b - - 0 33,e6f5
4brk1/R2n3p/P5pP/1p3p2/1q1PP3/4B3/4Q1B1/6K1 w - - 0 34,e4e5
4brk1/R2n3p/P5pP/1p2Pp2/1q1P4/4B3/4Q1B1/6K1 b - - 0 34,f5f4
4brk1/R2n3p/P5pP/1p2P3/1q1P1p2/4B3/4Q1B1/6K1 w - - 0 35,e3f2
4brk1/R2n3p/P5pP/1p2P3/1q1P1p2/8/4QBB1/6K1 b - - 1 35,b4b1
4brk1/R2n3p/P5pP/1p2P3/3P1p2/8/4QBB1/1q4K1 w - - 2 36,g1h2
4brk1/R2n3p/P5pP/1p2P3/3P1p2/8/4QBBK/1q6 b - - 3 36,b1f5
4brk1/R2n3p/P5pP/1p2Pq2/3P1p2/8/4QBBK/8 w - - 4 37,e2f3
4brk1/R2n3p/P5pP/1p2Pq2/3P1p2/5Q2/5BBK/8 b - - 5 37,g6g5
4brk1/R2n3p/P6P/1p2Pqp1/3P1p2/5Q2/5BBK/8 w - - 0 38,g2h3
4brk1/R2n3p/P6P/1p2Pqp1/3P1p2/5Q1B/5B1K/8 b - - 1 38,f5c2
4brk1/R2n3p/P6P/1p2P1p1/3P1p2/5Q1B/2q2B1K/8 w - - 2 39,h3e6
4brk1/R2n3p/P3B2P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 b - - 3 39,g8h8
4br1k/R2n3p/P3B2P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 w - - 4 40,e6d7
4br1k/R2B3p/P6P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 b - - 0 40,e8h5
5r1k/R2B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 w - - 1 41,a7a8
R4r1k/3B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 b - - 2 41,h8g8
R4rk1/3B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 w - - 3 42,f3d5
R4rk1/3B3p/P6P/1p1QP1pb/3P1p2/8/2q2B1K/8 b - - 4 42,h5f7
R4rk1/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 w - - 5 43,a8f8
5Rk1/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 b - - 0 43,g8f8
5k2/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 w - - 0 44,d5d6
5k2/3B1b1p/P2Q3P/1p2P1p1/3P1p2/8/2q2B1K/8 b - - 1 44,f8g8
6k1/3B1b1p/P2Q3P/1p2P1p1/3P1p2/8/2q2B1K/8 w - - 2 45,d6b8
1Q4k1/3B1b1p/P6P/1p2P1p1/3P1p2/8/2q2B1K/8 b - - 3 45,f7e8
1Q2b1k1/3B3p/P6P/1p2P1p1/3P1p2/8/2q2B1K/8 w - - 4 46,b8e8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,g8f6
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c1f4
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,c8f5
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,e2e3
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,e7e6
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,f1e2
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R b KQkq - 1 5,f8d6
rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R w KQkq - 2 6,f4g3
rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P4/4PNB1/PPP1BPPP/RN1QK2R b KQkq - 3 6,h7h5
rn1qk2r/ppp2pp1/3bpn2/3p1b1p/3P4/4PNB1/PPP1BPPP/RN1QK2R w KQkq - 0 7,e1g1
rn1qk2r/ppp2pp1/3bpn2/3p1b1p/3P4/4PNB1/PPP1BPPP/RN1Q1RK1 b kq - 1 7,d6g3
rn1qk2r/ppp2pp1/4pn2/3p1b1p/3P4/4PNb1/PPP1BPPP/RN1Q1RK1 w kq - 0 8,h2g3
rn1qk2r/ppp2pp1/4pn2/3p1b1p/3P4/4PNP1/PPP1BPP1/RN1Q1RK1 b kq - 0 8,d8d6
rn2k2r/ppp2pp1/3qpn2/3p1b1p/3P4/4PNP1/PPP1BPP1/RN1Q1RK1 w kq - 1 9,c2c4
rn2k2r/ppp2pp1/3qpn2/3p1b1p/2PP4/4PNP1/PP2BPP1/RN1Q1RK1 b kq - 0 9,b8d7
r3k2r/pppn1pp1/3qpn2/3p1b1p/2PP4/4PNP1/PP2BPP1/RN1Q1RK1 w kq - 1 10,b1c3
r3k2r/pppn1pp1/3qpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/R2Q1RK1 b kq - 2 10,c7c6
r3k2r/pp1n1pp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/R2Q1RK1 w kq - 0 11,a1c1
r3k2r/pp1n1pp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/2RQ1RK1 b kq - 1 11,e8e7
r6r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/2RQ1RK1 w - - 2 12,d1b3
r6r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/1QN1PNP1/PP2BPP1/2R2RK1 b - - 3 12,a8b8
1r5r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/1QN1PNP1/PP2BPP1/2R2RK1 w - - 4 13,b3a4
1r5r/pp1nkpp1/2pqpn2/3p1b1p/Q1PP4/2N1PNP1/PP2BPP1/2R2RK1 b - - 5 13,d5c4
1r5r/pp1nkpp1/2pqpn2/5b1p/Q1pP4/2N1PNP1/PP2BPP1/2R2RK1 w - - 0 14,a4c4
1r5r/pp1nkpp1/2pqpn2/5b1p/2QP4/2N1PNP1/PP2BPP1/2R2RK1 b - - 0 14,b7b5
1r5r/p2nkpp1/2pqpn2/1p3b1p/2QP4/2N1PNP1/PP2BPP1/2R2RK1 w - - 0 15,c4b3
1r5r/p2nkpp1/2pqpn2/1p3b1p/3P4/1QN1PNP1/PP2BPP1/2R2RK1 b - - 1 15,a7a5
1r5r/3nkpp1/2pqpn2/pp3b1p/3P4/1QN1PNP1/PP2BPP1/2R2RK1 w - - 0 16,a2a3
1r5r/3nkpp1/2pqpn2/pp3b1p/3P4/PQN1PNP1/1P2BPP1/2R2RK1 b - - 0 16,a5a4
1r5r/3nkpp1/2pqpn2/1p3b1p/p2P4/PQN1PNP1/1P2BPP1/2R2RK1 w - - 0 17,b3a2
1r5r/3nkpp1/2pqpn2/1p3b1p/p2P4/P1N1PNP1/QP2BPP1/2R2RK1 b - - 1 17,f6d5
1r5r/3nkpp1/2pqp3/1p1n1b1p/p2P4/P1N1PNP1/QP2BPP1/2R2RK1 w - - 2 18,c3d5
1r5r/3nkpp1/2pqp3/1p1N1b1p/p2P4/P3PNP1/QP2BPP1/2R2RK1 b - - 0 18,e6d5
1r5r/3nkpp1/2pq4/1p1p1b1p/p2P4/P3PNP1/QP2BPP1/2R2RK1 w - - 0 19,c1c3
1r5r/3nkpp1/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/5RK1 b - - 1 19,h8h7
1r6/3nkppr/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/5RK1 w - - 2 20,f1c1
1r6/3nkppr/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/2R3K1 b - - 3 20,b8b6
8/3nkppr/1rpq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/2R3K1 w - - 4 21,b2b4
8/3nkppr/1rpq4/1p1p1b1p/pP1P4/P1R1PNP1/Q3BPP1/2R3K1 b - b3 0 21,a4b3
8/3nkppr/1rpq4/1p1p1b1p/3P4/PpR1PNP1/Q3BPP1/2R3K1 w - - 0 22,a2b3
8/3nkppr/1rpq4/1p1p1b1p/3P4/PQR1PNP1/4BPP1/2R3K1 b - - 0 22,f7f6
8/3nk1pr/1rpq1p2/1p1p1b1p/3P4/PQR1PNP1/4BPP1/2R3K1 w - - 0 23,f3h4
8/3nk1pr/1rpq1p2/1p1p1b1p/3P3N/PQR1P1P1/4BPP1/2R3K1 b - - 1 23,f5e6
8/3nk1pr/1rpqbp2/1p1p3p/3P3N/PQR1P1P1/4BPP1/2R3K1 w - - 2 24,h4g6
8/3nk1pr/1rpqbpN1/1p1p3p/3P4/PQR1P1P1/4BPP1/2R3K1 b - - 3 24,e7f7
8/3n1kpr/1rpqbpN1/1p1p3p/3P4/PQR1P1P1/4BPP1/2R3K1 w - - 4 25,g6f4
8/3n1kpr/1rpqbp2/1p1p3p/3P1N2/PQR1P1P1/4BPP1/2R3K1 b - - 5 25,g7g5
8/3n1k1r/1rpqbp2/1p1p2pp/3P1N2/PQR1P1P1/4BPP1/2R3K1 w - - 0 26,e2d3
8/3n1k1r/1rpqbp2/1p1p2pp/3P1N2/PQRBP1P1/5PP1/2R3K1 b - - 1 26,h7h6
8/3n1k2/1rpqbp1r/1p1p2pp/3P1N2/PQRBP1P1/5PP1/2R3K1 w - - 2 27,f4e6
8/3n1k2/1rpqNp1r/1p1p2pp/3P4/PQRBP1P1/5PP1/2R3K1 b - - 0 27,f7e6
8/3n4/1rpqkp1r/1p1p2pp/3P4/PQRBP1P1/5PP1/2R3K1 w - - 0 28,e3e4
8/3n4/1rpqkp1r/1p1p2pp/3PP3/PQRB2P1/5PP1/2R3K1 b - - 0 28,e6f7
8/3n1k2/1rpq1p1r/1p1p2pp/3PP3/PQRB2P1/5PP1/2R3K1 w - - 1 29,e4d5
8/3n1k2/1rpq1p1r/1p1P2pp/3P4/PQRB2P1/5PP1/2R3K1 b - - 0 29,d6d5
8/3n1k2/1rp2p1r/1p1q2pp/3P4/PQRB2P1/5PP1/2R3K1 w - - 0 30,b3d5
8/3n1k2/1rp2p1r/1p1Q2pp/3P4/P1RB2P1/5PP1/2R3K1 b - - 0 30,c6d5
8/3n1k2/1r3p1r/1p1p2pp/3P4/P1RB2P1/5PP1/2R3K1 w - - 0 31,c3c7
8/2Rn1k2/1r3p1r/1p1p2pp/3P4/P2B2P1/5PP1/2R3K1 b - - 1 31,f7e6
8/2Rn4/1r2kp1r/1p1p2pp/3P4/P2B2P1/5PP1/2R3K1 w - - 2 32,c1c6
8/2Rn4/1rR1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 b - - 3 32,b6c6
8/2Rn4/2r1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 w - - 0 33,c7c6
8/3n4/2R1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 b - - 0 33,e6e7
8/3nk3/2R2p1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 w - - 1 34,d3b5
8/3nk3/2R2p1r/1B1p2pp/3P4/P5P1/5PP1/6K1 b - - 0 34,h6h8
7r/3nk3/2R2p2/1B1p2pp/3P4/P5P1/5PP1/6K1 w - - 1 35,c6c7
7r/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/6K1 b - - 2 35,h8d8
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/6K1 w - - 3 36,g1f1
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 4 36,e7d6
3r4/2Rn4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 5 37,c7c6
3r4/3n4/2Rk1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 6 37,d6e7
3r4/3nk3/2R2p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 7 38,c6c7
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 8 38,e7d6
3r4/2Rn4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 9 39,c7d7
3r4/3R4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 0 39,d8d7
8/3r4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 0 40,b5d7
8/3B4/3k1p2/3p2pp/3P4/P5P1/5PP1/5K2 b - - 0 40,d6d7
8/3k4/5p2/3p2pp/3P4/P5P1/5PP1/5K2 w - - 0 41,f1e2
8/3k4/5p2/3p2pp/3P4/P5P1/4KPP1/8 b - - 1 41,d7d6
8/8/3k1p2/3p2pp/3P4/P5P1/4KPP1/8 w - - 2 42,e2d3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,d8d5
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,b1c3
rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,d5a5
rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,d2d4
rnb1kbnr/ppp1pppp/8/q7/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,g8f6
rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,g1f3
rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,b8c6
r1b1kb1r/ppp1pppp/2n2n2/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6,f1b5
r1b1kb1r/ppp1pppp/2n2n2/qB6/3P4/2N2N2/PPP2PPP/R1BQK2R b KQkq - 4 6,f6e4
r1b1kb1r/ppp1pppp/2n5/qB6/3Pn3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 5 7,d1d3
r1b1kb1r/ppp1pppp/2n5/qB6/3Pn3/2NQ1N2/PPP2PPP/R1B1K2R b KQkq - 6 7,e4c3
r1b1kb1r/ppp1pppp/2n5/qB6/3P4/2nQ1N2/PPP2PPP/R1B1K2R w KQkq - 0 8,b2c3
r1b1kb1r/ppp1pppp/2n5/qB6/3P4/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 8,c8d7
r3kb1r/pppbpppp/2n5/qB6/3P4/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 1 9,d4d5
r3kb1r/pppbpppp/2n5/qB1P4/8/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 9,c6e5
r3kb1r/pppbpppp/8/qB1Pn3/8/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 1 10,b5d7
r3kb1r/pppBpppp/8/q2Pn3/8/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 10,e5d7
r3kb1r/pppnpppp/8/q2P4/8/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 0 11,e1g1
r3kb1r/pppnpppp/8/q2P4/8/2PQ1N2/P1P2PPP/R1B2RK1 b kq - 1 11,g7g6
r3kb1r/pppnpp1p/6p1/q2P4/8/2PQ1N2/P1P2PPP/R1B2RK1 w kq - 0 12,c1d2
r3kb1r/pppnpp1p/6p1/q2P4/8/2PQ1N2/P1PB1PPP/R4RK1 b kq - 1 12,f8g7
r3k2r/pppnppbp/6p1/q2P4/8/2PQ1N2/P1PB1PPP/R4RK1 w kq - 2 13,c3c4
r3k2r/pppnppbp/6p1/q2P4/2P5/3Q1N2/P1PB1PPP/R4RK1 b kq - 0 13,a5a6
r3k2r/pppnppbp/q5p1/3P4/2P5/3Q1N2/P1PB1PPP/R4RK1 w kq - 1 14,a1e1
r3k2r/pppnppbp/q5p1/3P4/2P5/3Q1N2/P1PB1PPP/4RRK1 b kq - 2 14,g7f6
r3k2r/pppnpp1p/q4bp1/3P4/2P5/3Q1N2/P1PB1PPP/4RRK1 w kq - 3 15,d2b4
r3k2r/pppnpp1p/q4bp1/3P4/1BP5/3Q1N2/P1P2PPP/4RRK1 b kq - 4 15,c7c5
r3k2r/pp1npp1p/q4bp1/2pP4/1BP5/3Q1N2/P1P2PPP/4RRK1 w kq c6 0 16,d5c6
r3k2r/pp1npp1p/q1P2bp1/8/1BP5/3Q1N2/P1P2PPP/4RRK1 b kq - 0 16,a6c6
r3k2r/pp1npp1p/2q2bp1/8/1BP5/3Q1N2/P1P2PPP/4RRK1 w kq - 0 17,e1e3
r3k2r/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/5RK1 b kq - 1 17,e8g8
r4rk1/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/5RK1 w - - 2 18,f1e1
r4rk1/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/4R1K1 b - - 3 18,e7e6
r4rk1/pp1n1p1p/2q1pbp1/8/1BP5/3QRN2/P1P2PPP/4R1K1 w - - 0 19,b4f8
r4Bk1/pp1n1p1p/2q1pbp1/8/2P5/3QRN2/P1P2PPP/4R1K1 b - - 0 19,a8f8
5rk1/pp1n1p1p/2q1pbp1/8/2P5/3QRN2/P1P2PPP/4R1K1 w - - 0 20,d3b3
5rk1/pp1n1p1p/2q1pbp1/8/2P5/1Q2RN2/P1P2PPP/4R1K1 b - - 1 20,d7c5
5rk1/pp3p1p/2q1pbp1/2n5/2P5/1Q2RN2/P1P2PPP/4R1K1 w - - 2 21,b3a3
5rk1/pp3p1p/2q1pbp1/2n5/2P5/Q3RN2/P1P2PPP/4R1K1 b - - 3 21,a7a6
5rk1/1p3p1p/p1q1pbp1/2n5/2P5/Q3RN2/P1P2PPP/4R1K1 w - - 0 22,a3b4
5rk1/1p3p1p/p1q1pbp1/2n5/1QP5/4RN2/P1P2PPP/4R1K1 b - - 1 22,f8c8
2r3k1/1p3p1p/p1q1pbp1/2n5/1QP5/4RN2/P1P2PPP/4R1K1 w - - 2 23,f3e5
2r3k1/1p3p1p/p1q1pbp1/2n1N3/1QP5/4R3/P1P2PPP/4R1K1 b - - 3 23,c6c7
2r3k1/1pq2p1p/p3pbp1/2n1N3/1QP5/4R3/P1P2PPP/4R1K1 w - - 4 24,f2f4
2r3k1/1pq2p1p/p3pbp1/2n1N3/1QP2P2/4R3/P1P3PP/4R1K1 b - - 0 24,f6e7
2r3k1/1pq1bp1p/p3p1p1/2n1N3/1QP2P2/4R3/P1P3PP/4R1K1 w - - 1 25,b4d2
2r3k1/1pq1bp1p/p3p1p1/2n1N3/2P2P2/4R3/P1PQ2PP/4R1K1 b - - 2 25,c5a4
2r3k1/1pq1bp1p/p3p1p1/4N3/n1P2P2/4R3/P1PQ2PP/4R1K1 w - - 3 26,g1h1
2r3k1/1pq1bp1p/p3p1p1/4N3/n1P2P2/4R3/P1PQ2PP/4R2K b - - 4 26,a4b6
2r3k1/1pq1bp1p/pn2p1p1/4N3/2P2P2/4R3/P1PQ2PP/4R2K w - - 5 27,e3b3
2r3k1/1pq1bp1p/pn2p1p1/4N3/2P2P2/1R6/P1PQ2PP/4R2K b - - 6 27,a6a5
2r3k1/1pq1bp1p/1n2p1p1/p3N3/2P2P2/1R6/P1PQ2PP/4R2K w - - 0 28,d2a5
2r3k1/1pq1bp1p/1n2p1p1/Q3N3/2P2P2/1R6/P1P3PP/4R2K b - - 0 28,b6c4
2r3k1/1pq1bp1p/4p1p1/Q3N3/2n2P2/1R6/P1P3PP/4R2K w - - 0 29,a5c7
2r3k1/1pQ1bp1p/4p1p1/4N3/2n2P2/1R6/P1P3PP/4R2K b - - 0 29,c8c7
6k1/1pr1bp1p/4p1p1/4N3/2n2P2/1R6/P1P3PP/4R2K w - - 0 30,e5c4
6k1/1pr1bp1p/4p1p1/8/2N2P2/1R6/P1P3PP/4R2K b - - 0 30,c7c4
6k1/1p2bp1p/4p1p1/8/2r2P2/1R6/P1P3PP/4R2K w - - 0 31,b3b7
6k1/1R2bp1p/4p1p1/8/2r2P2/8/P1P3PP/4R2K b - - 0 31,e7d6
6k1/1R3p1p/3bp1p1/8/2r2P2/8/P1P3PP/4R2K w - - 1 32,g2g3
6k1/1R3p1p/3bp1p1/8/2r2P2/6P1/P1P4P/4R2K b - - 0 32,c4c2
6k1/1R3p1p/3bp1p1/8/5P2/6P1/P1r4P/4R2K w - - 0 33,e1d1
6k1/1R3p1p/3bp1p1/8/5P2/6P1/P1r4P/3R3K b - - 1 33,d6c5
6k1/1R3p1p/4p1p1/2b5/5P2/6P1/P1r4P/3R3K w - - 2 34,d1d7
6k1/1R1R1p1p/4p1p1/2b5/5P2/6P1/P1r4P/7K b - - 3 34,c2a2
6k1/1R1R1p1p/4p1p1/2b5/5P2/6P1/r6P/7K w - - 0 35,d7f7
6k1/1R3R1p/4p1p1/2b5/5P2/6P1/r6P/7K b - - 0 35,c5d4
6k1/1R3R1p/4p1p1/8/3b1P2/6P1/r6P/7K w - - 1 36,f7d7
6k1/1R1R3p/4p1p1/8/3b1P2/6P1/r6P/7K b - - 2 36,d4c5
6k1/1R1R3p/4p1p1/2b5/5P2/6P1/r6P/7K w - - 3 37,d7g7
6k1/1R4Rp/4p1p1/2b5/5P2/6P1/r6P/7K b - - 4 37,g8f8
5k2/1R4Rp/4p1p1/2b5/5P2/6P1/r6P/7K w - - 5 38,g7c7
5k2/1RR4p/4p1p1/2b5/5P2/6P1/r6P/7K b - - 6 38,a2a1
5k2/1RR4p/4p1p1/2b5/5P2/6P1/7P/r6K w - - 7 39,h1g2
5k2/1RR4p/4p1p1/2b5/5P2/6P1/6KP/r7 b - - 8 39,a1g1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d6
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,b1c3
rnbqkbnr/ppp1pppp/3p4/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,g7g6
rnbqkbnr/ppp1pp1p/3p2p1/8/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,d2d4
rnbqkbnr/ppp1pp1p/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 3,f8g7
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 4,g1f3
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 4,c7c5
rnbqk1nr/pp2ppbp/3p2p1/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,f1c4
