fen,played_move_uci,best_move_uci,best_eval
rn1q1rk1/p1p1bppp/4pn2/1p1pNb2/3P1B1P/6P1/PPP1PPB1/RN1Q1RK1 b - - 4 8,c7c6,c7c5,-20
rn1q1rk1/p3bppp/2p1pn2/1p1pNb2/3P1B1P/6P1/PPP1PPB1/RN1Q1RK1 w - - 0 9,b2b3,e2e3,53
rn1q1rk1/p3bppp/2p1pn2/1p1pNb2/3P1B1P/1P4P1/P1P1PPB1/RN1Q1RK1 b - - 0 9,d8b6,f6e4,27
rn3rk1/p3bppp/1qp1pn2/1p1pNb2/3P1B1P/1P4P1/P1P1PPB1/RN1Q1RK1 w - - 1 10,e2e3,c2c4,17
rn3rk1/p3bppp/1qp1pn2/1p1pNb2/3P1B1P/1P2P1P1/P1P2PB1/RN1Q1RK1 b - - 0 10,f6e4,h7h5,-23
rn3rk1/p3bppp/1qp1p3/1p1pNb2/3PnB1P/1P2P1P1/P1P2PB1/RN1Q1RK1 w - - 1 11,g3g4,g3g4,106
rn3rk1/p3bppp/1qp1p3/1p1pNb2/3PnBPP/1P2P3/P1P2PB1/RN1Q1RK1 b - - 0 11,f7f6,f7f6,-94
rn3rk1/p3b1pp/1qp1pp2/1p1pNb2/3PnBPP/1P2P3/P1P2PB1/RN1Q1RK1 w - - 0 12,e5d3,e5c6,103
rn3rk1/p3b1pp/1qp1pp2/1p1p1b2/3PnBPP/1P1NP3/P1P2PB1/RN1Q1RK1 b - - 1 12,f5g6,f5g6,-46
rn3rk1/p3b1pp/1qp1ppb1/1p1p4/3PnBPP/1P1NP3/P1P2PB1/RN1Q1RK1 w - - 2 13,h4h5,h4h5,59
rn3rk1/p3b1pp/1qp1ppb1/1p1p3P/3PnBP1/1P1NP3/P1P2PB1/RN1Q1RK1 b - - 0 13,g6f7,g6f7,-38
rn3rk1/p3bbpp/1qp1pp2/1p1p3P/3PnBP1/1P1NP3/P1P2PB1/RN1Q1RK1 w - - 1 14,a2a4,c2c4,43
rn3rk1/p3bbpp/1qp1pp2/1p1p3P/P2PnBP1/1P1NP3/2P2PB1/RN1Q1RK1 b - - 0 14,b5b4,b5b4,-45
rn3rk1/p3bbpp/1qp1pp2/3p3P/Pp1PnBP1/1P1NP3/2P2PB1/RN1Q1RK1 w - - 0 15,c2c4,a4a5,55
rn3rk1/p3bbpp/1qp1pp2/3p3P/PpPPnBP1/1P1NP3/5PB1/RN1Q1RK1 b - c3 0 15,b4c3,b4c3,-33
rn3rk1/p3bbpp/1qp1pp2/3p3P/P2PnBP1/1PpNP3/5PB1/RN1Q1RK1 w - - 0 16,f2f3,a4a5,43
rn3rk1/p3bbpp/1qp1pp2/3p3P/P2PnBP1/1PpNPP2/6B1/RN1Q1RK1 b - - 0 16,e4d6,e4d6,-30
rn3rk1/p3bbpp/1qpnpp2/3p3P/P2P1BP1/1PpNPP2/6B1/RN1Q1RK1 w - - 1 17,b1c3,a4a5,20
rn3rk1/p3bbpp/1qpnpp2/3p3P/P2P1BP1/1PNNPP2/6B1/R2Q1RK1 b - - 0 17,b8d7,a7a5,38
r4rk1/p2nbbpp/1qpnpp2/3p3P/P2P1BP1/1PNNPP2/6B1/R2Q1RK1 w - - 1 18,a4a5,a4a5,24
r4rk1/p2nbbpp/1qpnpp2/P2p3P/3P1BP1/1PNNPP2/6B1/R2Q1RK1 b - - 0 18,b6d8,b6d8,-26
r2q1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/6B1/R2Q1RK1 w - - 1 19,d1e2,f4g3,14
r2q1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/4Q1B1/R4RK1 b - - 2 19,a8c8,f8e8,33
2rq1rk1/p2nbbpp/2pnpp2/P2p3P/3P1BP1/1PNNPP2/4Q1B1/R4RK1 w - - 3 20,e3e4,c3a4,-4
2rq1rk1/p2nbbpp/2pnpp2/P2p3P/3PPBP1/1PNN1P2/4Q1B1/R4RK1 b - - 0 20,d5e4,d5e4,71
2rq1rk1/p2nbbpp/2pnpp2/P6P/3PpBP1/1PNN1P2/4Q1B1/R4RK1 w - - 0 21,f3e4,c3e4,-64
2rq1rk1/p2nbbpp/2pnpp2/P6P/3PPBP1/1PNN4/4Q1B1/R4RK1 b - - 0 21,d6b5,e6e5,86
2rq1rk1/p2nbbpp/2p1pp2/Pn5P/3PPBP1/1PNN4/4Q1B1/R4RK1 w - - 1 22,c3b5,c3b5,54
2rq1rk1/p2nbbpp/2p1pp2/PN5P/3PPBP1/1P1N4/4Q1B1/R4RK1 b - - 0 22,c6b5,c6b5,-55
2rq1rk1/p2nbbpp/4pp2/Pp5P/3PPBP1/1P1N4/4Q1B1/R4RK1 w - - 0 23,f4e3,f4e3,68
2rq1rk1/p2nbbpp/4pp2/Pp5P/3PP1P1/1P1NB3/4Q1B1/R4RK1 b - - 1 23,c8c3,b5b4,-42
3q1rk1/p2nbbpp/4pp2/Pp5P/3PP1P1/1PrNB3/4Q1B1/R4RK1 w - - 2 24,b3b4,b3b4,102
3q1rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/R4RK1 b - - 0 24,d8c8,h7h6,-94
2q2rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/R4RK1 w - - 1 25,a1c1,a1c1,147
2q2rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2rNB3/4Q1B1/2R2RK1 b - - 2 25,c8c4,c3c1,-161
5rk1/p2nbbpp/4pp2/Pp5P/1PqPP1P1/2rNB3/4Q1B1/2R2RK1 w - - 3 26,c1c3,c1c3,212
5rk1/p2nbbpp/4pp2/Pp5P/1PqPP1P1/2RNB3/4Q1B1/5RK1 b - - 0 26,c4c3,c4c3,-195
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2qNB3/4Q1B1/5RK1 w - - 0 27,f1c1,f1c1,221
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/2qNB3/4Q1B1/2R3K1 b - - 1 27,c3a3,c3a3,-203
5rk1/p2nbbpp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/2R3K1 w - - 2 28,c1c7,e2d2,207
5rk1/p1Rnbbpp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 b - - 3 28,f7e8,f8d8,-206
4brk1/p1Rnb1pp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 w - - 4 29,c7a7,e2d2,258
4brk1/R2nb1pp/4pp2/Pp5P/1P1PP1P1/q2NB3/4Q1B1/6K1 b - - 0 29,e7b4,e7b4,-253
4brk1/R2n2pp/4pp2/Pp5P/1b1PP1P1/q2NB3/4Q1B1/6K1 w - - 0 30,d3b4,d3b4,256
4brk1/R2n2pp/4pp2/Pp5P/1N1PP1P1/q3B3/4Q1B1/6K1 b - - 0 30,a3b4,a3b4,-263
4brk1/R2n2pp/4pp2/Pp5P/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 31,h5h6,h5h6,278
4brk1/R2n2pp/4pp1P/Pp6/1q1PP1P1/4B3/4Q1B1/6K1 b - - 0 31,g7g6,g7h6,-287
4brk1/R2n3p/4pppP/Pp6/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 32,a5a6,a5a6,321
4brk1/R2n3p/P3pppP/1p6/1q1PP1P1/4B3/4Q1B1/6K1 b - - 0 32,f6f5,b4a3,-369
4brk1/R2n3p/P3p1pP/1p3p2/1q1PP1P1/4B3/4Q1B1/6K1 w - - 0 33,g4f5,e4f5,395
4brk1/R2n3p/P3p1pP/1p3P2/1q1PP3/4B3/4Q1B1/6K1 b - - 0 33,e6f5,e6f5,-367
4brk1/R2n3p/P5pP/1p3p2/1q1PP3/4B3/4Q1B1/6K1 w - - 0 34,e4e5,e4f5,389
4brk1/R2n3p/P5pP/1p2Pp2/1q1P4/4B3/4Q1B1/6K1 b - - 0 34,f5f4,f5f4,-358
4brk1/R2n3p/P5pP/1p2P3/1q1P1p2/4B3/4Q1B1/6K1 w - - 0 35,e3f2,e3f2,403
4brk1/R2n3p/P5pP/1p2P3/1q1P1p2/8/4QBB1/6K1 b - - 1 35,b4b1,d7b6,-404
4brk1/R2n3p/P5pP/1p2P3/3P1p2/8/4QBB1/1q4K1 w - - 2 36,g1h2,e2e1,397
4brk1/R2n3p/P5pP/1p2P3/3P1p2/8/4QBBK/1q6 b - - 3 36,b1f5,g6g5,-354
4brk1/R2n3p/P5pP/1p2Pq2/3P1p2/8/4QBBK/8 w - - 4 37,e2f3,e5e6,427
4brk1/R2n3p/P5pP/1p2Pq2/3P1p2/5Q2/5BBK/8 b - - 5 37,g6g5,b5b4,-399
4brk1/R2n3p/P6P/1p2Pqp1/3P1p2/5Q2/5BBK/8 w - - 0 38,g2h3,g2h3,388
4brk1/R2n3p/P6P/1p2Pqp1/3P1p2/5Q1B/5B1K/8 b - - 1 38,f5c2,f5g6,-418
4brk1/R2n3p/P6P/1p2P1p1/3P1p2/5Q1B/2q2B1K/8 w - - 2 39,h3e6,h3d7,439
4brk1/R2n3p/P3B2P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 b - - 3 39,g8h8,e8f7,-361
4br1k/R2n3p/P3B2P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 w - - 4 40,e6d7,a7d7,422
4br1k/R2B3p/P6P/1p2P1p1/3P1p2/5Q2/2q2B1K/8 b - - 0 40,e8h5,e8d7,-238
5r1k/R2B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 w - - 1 41,a7a8,a7a8,604
R4r1k/3B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 b - - 2 41,h8g8,c2f2,-501
R4rk1/3B3p/P6P/1p2P1pb/3P1p2/5Q2/2q2B1K/8 w - - 3 42,f3d5,f3d5,99994
R4rk1/3B3p/P6P/1p1QP1pb/3P1p2/8/2q2B1K/8 b - - 4 42,h5f7,h5f7,-99995
R4rk1/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 w - - 5 43,a8f8,a8f8,99995
5Rk1/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 b - - 0 43,g8f8,g8f8,-99996
5k2/3B1b1p/P6P/1p1QP1p1/3P1p2/8/2q2B1K/8 w - - 0 44,d5d6,d5d6,99996
5k2/3B1b1p/P2Q3P/1p2P1p1/3P1p2/8/2q2B1K/8 b - - 1 44,f8g8,f8g8,-99997
6k1/3B1b1p/P2Q3P/1p2P1p1/3P1p2/8/2q2B1K/8 w - - 2 45,d6b8,d6b8,99997
1Q4k1/3B1b1p/P6P/1p2P1p1/3P1p2/8/2q2B1K/8 b - - 3 45,f7e8,c2c8,-99998
1Q2b1k1/3B3p/P6P/1p2P1p1/3P1p2/8/2q2B1K/8 w - - 4 46,b8e8,b8e8,99999
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,e2e4,34
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,g8f6,-23
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,c2c4,28
rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,g8f6,e7e6,-19
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c1f4,c1f4,22
rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 3 3,c8f5,e7e6,-18
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 4 4,e2e3,c2c4,27
rn1qkb1r/ppp1pppp/5n2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 0 4,e7e6,e7e6,-18
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,f1e2,c2c4,18
rn1qkb1r/ppp2ppp/4pn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R b KQkq - 1 5,f8d6,f8e7,-9
rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P1B2/4PN2/PPP1BPPP/RN1QK2R w KQkq - 2 6,f4g3,f4d6,27
rn1qk2r/ppp2ppp/3bpn2/3p1b2/3P4/4PNB1/PPP1BPPP/RN1QK2R b KQkq - 3 6,h7h5,c7c6,-7
rn1qk2r/ppp2pp1/3bpn2/3p1b1p/3P4/4PNB1/PPP1BPPP/RN1QK2R w KQkq - 0 7,e1g1,c2c4,31
rn1qk2r/ppp2pp1/3bpn2/3p1b1p/3P4/4PNB1/PPP1BPPP/RN1Q1RK1 b kq - 1 7,d6g3,d6g3,25
rn1qk2r/ppp2pp1/4pn2/3p1b1p/3P4/4PNb1/PPP1BPPP/RN1Q1RK1 w kq - 0 8,h2g3,f2g3,-25
rn1qk2r/ppp2pp1/4pn2/3p1b1p/3P4/4PNP1/PPP1BPP1/RN1Q1RK1 b kq - 0 8,d8d6,h5h4,51
rn2k2r/ppp2pp1/3qpn2/3p1b1p/3P4/4PNP1/PPP1BPP1/RN1Q1RK1 w kq - 1 9,c2c4,c2c4,1
rn2k2r/ppp2pp1/3qpn2/3p1b1p/2PP4/4PNP1/PP2BPP1/RN1Q1RK1 b kq - 0 9,b8d7,c7c6,-1
r3k2r/pppn1pp1/3qpn2/3p1b1p/2PP4/4PNP1/PP2BPP1/RN1Q1RK1 w kq - 1 10,b1c3,b1d2,-13
r3k2r/pppn1pp1/3qpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/R2Q1RK1 b kq - 2 10,c7c6,c7c6,25
r3k2r/pp1n1pp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/R2Q1RK1 w kq - 0 11,a1c1,d1b3,-26
r3k2r/pp1n1pp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/2RQ1RK1 b kq - 1 11,e8e7,e8g8,22
r6r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/2N1PNP1/PP2BPP1/2RQ1RK1 w - - 2 12,d1b3,e2d3,52
r6r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/1QN1PNP1/PP2BPP1/2R2RK1 b - - 3 12,a8b8,a8b8,5
1r5r/pp1nkpp1/2pqpn2/3p1b1p/2PP4/1QN1PNP1/PP2BPP1/2R2RK1 w - - 4 13,b3a4,f3h4,0
1r5r/pp1nkpp1/2pqpn2/3p1b1p/Q1PP4/2N1PNP1/PP2BPP1/2R2RK1 b - - 5 13,d5c4,a7a6,35
1r5r/pp1nkpp1/2pqpn2/5b1p/Q1pP4/2N1PNP1/PP2BPP1/2R2RK1 w - - 0 14,a4c4,a4c4,63
1r5r/pp1nkpp1/2pqpn2/5b1p/2QP4/2N1PNP1/PP2BPP1/2R2RK1 b - - 0 14,b7b5,a7a5,-33
1r5r/p2nkpp1/2pqpn2/1p3b1p/2QP4/2N1PNP1/PP2BPP1/2R2RK1 w - - 0 15,c4b3,c4b3,33
1r5r/p2nkpp1/2pqpn2/1p3b1p/3P4/1QN1PNP1/PP2BPP1/2R2RK1 b - - 1 15,a7a5,a7a5,-36
1r5r/3nkpp1/2pqpn2/pp3b1p/3P4/1QN1PNP1/PP2BPP1/2R2RK1 w - - 0 16,a2a3,f1e1,61
1r5r/3nkpp1/2pqpn2/pp3b1p/3P4/PQN1PNP1/1P2BPP1/2R2RK1 b - - 0 16,a5a4,b5b4,-37
1r5r/3nkpp1/2pqpn2/1p3b1p/p2P4/PQN1PNP1/1P2BPP1/2R2RK1 w - - 0 17,b3a2,b3d1,80
1r5r/3nkpp1/2pqpn2/1p3b1p/p2P4/P1N1PNP1/QP2BPP1/2R2RK1 b - - 1 17,f6d5,g7g5,56
1r5r/3nkpp1/2pqp3/1p1n1b1p/p2P4/P1N1PNP1/QP2BPP1/2R2RK1 w - - 2 18,c3d5,f3g5,45
1r5r/3nkpp1/2pqp3/1p1N1b1p/p2P4/P3PNP1/QP2BPP1/2R2RK1 b - - 0 18,e6d5,e6d5,26
1r5r/3nkpp1/2pq4/1p1p1b1p/p2P4/P3PNP1/QP2BPP1/2R2RK1 w - - 0 19,c1c3,b2b3,-5
1r5r/3nkpp1/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/5RK1 b - - 1 19,h8h7,d7b6,19
1r6/3nkppr/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/5RK1 w - - 2 20,f1c1,f1c1,149
1r6/3nkppr/2pq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/2R3K1 b - - 3 20,b8b6,b8b6,-134
8/3nkppr/1rpq4/1p1p1b1p/p2P4/P1R1PNP1/QP2BPP1/2R3K1 w - - 4 21,b2b4,f3h4,134
8/3nkppr/1rpq4/1p1p1b1p/pP1P4/P1R1PNP1/Q3BPP1/2R3K1 b - b3 0 21,a4b3,h7h6,-83
8/3nkppr/1rpq4/1p1p1b1p/3P4/PpR1PNP1/Q3BPP1/2R3K1 w - - 0 22,a2b3,a2b3,126
8/3nkppr/1rpq4/1p1p1b1p/3P4/PQR1PNP1/4BPP1/2R3K1 b - - 0 22,f7f6,h7h6,-72
8/3nk1pr/1rpq1p2/1p1p1b1p/3P4/PQR1PNP1/4BPP1/2R3K1 w - - 0 23,f3h4,f3h4,312
8/3nk1pr/1rpq1p2/1p1p1b1p/3P3N/PQR1P1P1/4BPP1/2R3K1 b - - 1 23,f5e6,f5e4,-333
8/3nk1pr/1rpqbp2/1p1p3p/3P3N/PQR1P1P1/4BPP1/2R3K1 w - - 2 24,h4g6,e2d3,362
8/3nk1pr/1rpqbpN1/1p1p3p/3P4/PQR1P1P1/4BPP1/2R3K1 b - - 3 24,e7f7,e7f7,-303
8/3n1kpr/1rpqbpN1/1p1p3p/3P4/PQR1P1P1/4BPP1/2R3K1 w - - 4 25,g6f4,b3c2,293
8/3n1kpr/1rpqbp2/1p1p3p/3P1N2/PQR1P1P1/4BPP1/2R3K1 b - - 5 25,g7g5,e6f5,-225
8/3n1k1r/1rpqbp2/1p1p2pp/3P1N2/PQR1P1P1/4BPP1/2R3K1 w - - 0 26,e2d3,f4e6,329
8/3n1k1r/1rpqbp2/1p1p2pp/3P1N2/PQRBP1P1/5PP1/2R3K1 b - - 1 26,h7h6,g5f4,-309
8/3n1k2/1rpqbp1r/1p1p2pp/3P1N2/PQRBP1P1/5PP1/2R3K1 w - - 2 27,f4e6,f4e6,342
8/3n1k2/1rpqNp1r/1p1p2pp/3P4/PQRBP1P1/5PP1/2R3K1 b - - 0 27,f7e6,d6e6,-344
8/3n4/1rpqkp1r/1p1p2pp/3P4/PQRBP1P1/5PP1/2R3K1 w - - 0 28,e3e4,b3c2,354
8/3n4/1rpqkp1r/1p1p2pp/3PP3/PQRB2P1/5PP1/2R3K1 b - - 0 28,e6f7,e6e7,-299
8/3n1k2/1rpq1p1r/1p1p2pp/3PP3/PQRB2P1/5PP1/2R3K1 w - - 1 29,e4d5,e4d5,350
8/3n1k2/1rpq1p1r/1p1P2pp/3P4/PQRB2P1/5PP1/2R3K1 b - - 0 29,d6d5,d6d5,-377
8/3n1k2/1rp2p1r/1p1q2pp/3P4/PQRB2P1/5PP1/2R3K1 w - - 0 30,b3d5,b3d5,348
8/3n1k2/1rp2p1r/1p1Q2pp/3P4/P1RB2P1/5PP1/2R3K1 b - - 0 30,c6d5,c6d5,-388
8/3n1k2/1r3p1r/1p1p2pp/3P4/P1RB2P1/5PP1/2R3K1 w - - 0 31,c3c7,d3f5,411
8/2Rn1k2/1r3p1r/1p1p2pp/3P4/P2B2P1/5PP1/2R3K1 b - - 1 31,f7e6,f7e6,-263
8/2Rn4/1r2kp1r/1p1p2pp/3P4/P2B2P1/5PP1/2R3K1 w - - 2 32,c1c6,c1c6,291
8/2Rn4/1rR1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 b - - 3 32,b6c6,b6c6,-335
8/2Rn4/2r1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 w - - 0 33,c7c6,c7c6,361
8/3n4/2R1kp1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 b - - 0 33,e6e7,e6e7,-329
8/3nk3/2R2p1r/1p1p2pp/3P4/P2B2P1/5PP1/6K1 w - - 1 34,d3b5,d3b5,389
8/3nk3/2R2p1r/1B1p2pp/3P4/P5P1/5PP1/6K1 b - - 0 34,h6h8,d7f8,-371
7r/3nk3/2R2p2/1B1p2pp/3P4/P5P1/5PP1/6K1 w - - 1 35,c6c7,a3a4,381
7r/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/6K1 b - - 2 35,h8d8,h8d8,-322
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/6K1 w - - 3 36,g1f1,a3a4,392
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 4 36,e7d6,e7d6,-252
3r4/2Rn4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 5 37,c7c6,c7d7,301
3r4/3n4/2Rk1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 6 37,d6e7,d6e7,-314
3r4/3nk3/2R2p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 7 38,c6c7,c6c7,298
3r4/2Rnk3/5p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 8 38,e7d6,f6f5,-316
3r4/2Rn4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 9 39,c7d7,c7d7,309
3r4/3R4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 b - - 0 39,d8d7,d8d7,-448
8/3r4/3k1p2/1B1p2pp/3P4/P5P1/5PP1/5K2 w - - 0 40,b5d7,b5d7,459
8/3B4/3k1p2/3p2pp/3P4/P5P1/5PP1/5K2 b - - 0 40,d6d7,d6d7,-459
8/3k4/5p2/3p2pp/3P4/P5P1/5PP1/5K2 w - - 0 41,f1e2,f1e2,449
8/3k4/5p2/3p2pp/3P4/P5P1/4KPP1/8 b - - 1 41,d7d6,h5h4,-460
8/8/3k1p2/3p2pp/3P4/P5P1/4KPP1/8 w - - 2 42,e2d3,e2d2,460
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,e2e4,31
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,d7d5,c7c5,-30
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4d5,e4d5,75
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,d8d5,g8f6,-63
rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,b1c3,b1c3,70
rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,d5a5,d5d8,-72
rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,d2d4,g1f3,86
rnb1kbnr/ppp1pppp/8/q7/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,g8f6,g7g6,-110
rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,g1f3,g1f3,112
rnb1kb1r/ppp1pppp/5n2/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5,b8c6,c8g4,-93
r1b1kb1r/ppp1pppp/2n2n2/q7/3P4/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 3 6,f1b5,c1d2,110
r1b1kb1r/ppp1pppp/2n2n2/qB6/3P4/2N2N2/PPP2PPP/R1BQK2R b KQkq - 4 6,f6e4,f6e4,-73
r1b1kb1r/ppp1pppp/2n5/qB6/3Pn3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 5 7,d1d3,a2a4,71
r1b1kb1r/ppp1pppp/2n5/qB6/3Pn3/2NQ1N2/PPP2PPP/R1B1K2R b KQkq - 6 7,e4c3,e4c3,-28
r1b1kb1r/ppp1pppp/2n5/qB6/3P4/2nQ1N2/PPP2PPP/R1B1K2R w KQkq - 0 8,b2c3,b2c3,44
r1b1kb1r/ppp1pppp/2n5/qB6/3P4/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 8,c8d7,a7a6,-28
r3kb1r/pppbpppp/2n5/qB6/3P4/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 1 9,d4d5,d4d5,174
r3kb1r/pppbpppp/2n5/qB1P4/8/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 9,c6e5,c6e5,-36
r3kb1r/pppbpppp/8/qB1Pn3/8/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 1 10,b5d7,b5d7,66
r3kb1r/pppBpppp/8/q2Pn3/8/2PQ1N2/P1P2PPP/R1B1K2R b KQkq - 0 10,e5d7,e5d7,-82
r3kb1r/pppnpppp/8/q2P4/8/2PQ1N2/P1P2PPP/R1B1K2R w KQkq - 0 11,e1g1,e1g1,94
r3kb1r/pppnpppp/8/q2P4/8/2PQ1N2/P1P2PPP/R1B2RK1 b kq - 1 11,g7g6,a5a6,-83
r3kb1r/pppnpp1p/6p1/q2P4/8/2PQ1N2/P1P2PPP/R1B2RK1 w kq - 0 12,c1d2,a1b1,60
r3kb1r/pppnpp1p/6p1/q2P4/8/2PQ1N2/P1PB1PPP/R4RK1 b kq - 1 12,f8g7,f8g7,-39
r3k2r/pppnppbp/6p1/q2P4/8/2PQ1N2/P1PB1PPP/R4RK1 w kq - 2 13,c3c4,a1b1,47
r3k2r/pppnppbp/6p1/q2P4/2P5/3Q1N2/P1PB1PPP/R4RK1 b kq - 0 13,a5a6,a5c5,-44
r3k2r/pppnppbp/q5p1/3P4/2P5/3Q1N2/P1PB1PPP/R4RK1 w kq - 1 14,a1e1,a1e1,93
r3k2r/pppnppbp/q5p1/3P4/2P5/3Q1N2/P1PB1PPP/4RRK1 b kq - 2 14,g7f6,a6d6,-99
r3k2r/pppnpp1p/q4bp1/3P4/2P5/3Q1N2/P1PB1PPP/4RRK1 w kq - 3 15,d2b4,d2b4,96
r3k2r/pppnpp1p/q4bp1/3P4/1BP5/3Q1N2/P1P2PPP/4RRK1 b kq - 4 15,c7c5,e8g8,-107
r3k2r/pp1npp1p/q4bp1/2pP4/1BP5/3Q1N2/P1P2PPP/4RRK1 w kq c6 0 16,d5c6,b4c3,123
r3k2r/pp1npp1p/q1P2bp1/8/1BP5/3Q1N2/P1P2PPP/4RRK1 b kq - 0 16,a6c6,a6c6,-61
r3k2r/pp1npp1p/2q2bp1/8/1BP5/3Q1N2/P1P2PPP/4RRK1 w kq - 0 17,e1e3,e1e3,44
r3k2r/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/5RK1 b kq - 1 17,e8g8,d7c5,-31
r4rk1/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/5RK1 w - - 2 18,f1e1,b4e7,69
r4rk1/pp1npp1p/2q2bp1/8/1BP5/3QRN2/P1P2PPP/4R1K1 b - - 3 18,e7e6,d7c5,0
r4rk1/pp1n1p1p/2q1pbp1/8/1BP5/3QRN2/P1P2PPP/4R1K1 w - - 0 19,b4f8,b4f8,174
r4Bk1/pp1n1p1p/2q1pbp1/8/2P5/3QRN2/P1P2PPP/4R1K1 b - - 0 19,a8f8,a8f8,-166
