Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Blitz ,italian5,hiimgosu,1-0,2016.07.02,01:21:57,2500,2831,19.0,-32.0,D27,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation",180+0,Normal,1. d4 { [%eval 0.2] } 1... d5 { [%eval 0.12] } 2. c4 { [%eval 0.24] } 2... dxc4 { [%eval 0.31] } 3. Nf3 { [%eval 0.31] } 3... Nf6 { [%eval 0.34] } 4. e3 { [%eval 0.34] } 4... e6 { [%eval 0.39] } 5. Bxc4 { [%eval 0.24] } 5... c5 { [%eval 0.35] } 6. O-O { [%eval 0.36] } 6... a6 { [%eval 0.37] } 7. a4 { [%eval 0.13] } 7... b6 { [%eval 0.31] } 8. Nc3 { [%eval 0.32] } 8... Bb7 { [%eval 0.38] } 9. Qe2 { [%eval 0.19] } 9... Nc6 { [%eval 0.26] } 10. Rd1 { [%eval 0.27] } 10... cxd4?! { [%eval 1.02] } 11. exd4 { [%eval 0.76] } 11... Nb4 { [%eval 1.16] } 12. Ne5 { [%eval 0.84] } 12... Be7?? { [%eval 6.51] } 13. Nxf7 { [%eval 6.16] } 13... Kxf7?? { [%eval #17] } 14. Qxe6+ { [%eval #16] } 14... Ke8 { [%eval 28.17] } 15. Qf7+ { [%eval 20.5] } 15... Kd7 { [%eval 19.1] } 16. Bf4?? { [%eval 4.03] } 16... Qg8?? { [%eval #9] } 17. Be6+ { [%eval #8] } 17... Kd8 { [%eval #8] } 18. Bc7+ { [%eval #7] } 1-0,2665.5
 Blitz ,Riplus,OnlyGapes,1-0,2016.07.02,13:08:58,2759,2558,6.0,-6.0,A04,Zukertort Opening: Dutch Variation,180+0,Normal,1. Nf3 f5 2. d3 d6 3. e4 e5 4. Nc3 c5 5. Bg5 Be7 6. Bxe7 Nxe7 7. g3 O-O 8. exf5 Nbc6 9. Bg2 Bxf5 10. O-O Qd7 11. Nd2 Nd4 12. Nce4 b6 13. c3 Ne6 14. c4 Nd4 15. Nb3 Nec6 16. Nxd4 Nxd4 17. f4 Rae8 18. Qd2 h6 19. Rae1 Bh3 20. Rf2 Bxg2 21. Kxg2 Re6 22. Ref1 d5 23. Nc3 dxc4 24. dxc4 e4 25. Re1 Rfe8 26. Nd5 e3 27. Rxe3 Rxe3 28. Nxe3 Qe6 29. Nd5 Qe4+ 30. Kh3 Nf3 31. Qc2 Ng1+ 32. Kg4 Qe6+ 33. f5 Qe5 34. h4 h5+ 35. Kxh5 Re6 36. Kg4 Rd6 37. b3 g6 38. fxg6 Kg7 39. Rf7+ Kg8 40. Qf5 Qe2+ 41. Kg5 Qd2+ 42. Kh5 1-0,2658.5
 Blitz ,OnlyGapes,Riplus,1-0,2016.07.02,13:14:42,2552,2765,19.0,-18.0,E11,Bogo-Indian Defense: Gruenfeld Variation,180+0,Normal,1. d4 Nf6 2. c4 e6 3. Nf3 Bb4+ 4. Nbd2 a5 5. g3 b6 6. Bg2 Bb7 7. O-O O-O 8. a3 Be7 9. Re1 d5 10. Ne5 Na6 11. cxd5 exd5 12. b3 c5 13. Bb2 Re8 14. Qc2 Bd6 15. Qf5 cxd4 16. Bxd4 Nc5 17. e3 Qe7 18. Nd3 Bc8 19. Bxf6 Bxf5 20. Bxe7 Nxd3 21. Bxd6 Nxe1 22. Rxe1 Rac8 23. b4 axb4 24. Bxb4 Be4 25. Nb3 h5 26. Nd4 Rc7 27. Bxe4 dxe4 28. Kg2 Rec8 29. Nf5 Rc1 30. Ne7+ 1-0,2658.5
 Blitz ,Riplus,OnlyGapes,1-0,2016.07.02,13:18:09,2747,2571,6.0,-6.0,C07,"French Defense: Tarrasch Variation, Chistyakov Defense",180+0,Normal,1. e4 e6 2. d4 d5 3. Nd2 c5 4. exd5 Qxd5 5. Ngf3 cxd4 6. Bc4 Qd7 7. O-O Nc6 8. Nb3 a6 9. Re1 Qc7 10. Nbxd4 Nxd4 11. Qxd4 Nf6 12. Bf4 Qc5 13. Rad1 Qxd4 14. Nxd4 Be7 15. c3 O-O 16. Nf5 Bc5 17. Bd6 Bxd6 18. Nxd6 Rd8 19. Rd4 Nd5 20. Ne4 Bd7 21. Bxd5 exd5 22. Nc5 Bb5 23. Nxb7 Re8 24. Re3 h6 25. Nd6 Rxe3 26. fxe3 Bc6 27. Kf2 Kf8 28. e4 Rb8 29. b3 dxe4 30. Nxe4 Ke7 31. g4 g6 32. Ng3 Rb5 33. Ke3 Re5+ 34. Kf2 Ra5 35. a4 Rc5 36. Ne2 Re5 37. h3 f6 38. Nf4 Kf7 39. Nd3 Re6 40. Nc5 Re5 41. Nxa6 Bd5 42. c4 Be6 43. Nc7 Bc8 44. Nd5 h5 45. Rf4 f5 46. gxf5 g5 47. Rf3 Kg7 48. Ne3 Kf6 49. Rg3 Bb7 50. Ke2 h4 51. Rg1 Be4 52. Rf1 Re8 53. Ra1 1-0,2659.0
 Blitz ,paulovskj,hiimgosu,0-1,2016.07.02,17:35:18,2530,2799,-4.0,7.0,C00,French Defense: Knight Variation,180+0,Normal,1. e4 e6 2. Nf3 d5 3. exd5 exd5 4. d4 Bd6 5. c4 dxc4 6. Nc3 Nf6 7. Bxc4 O-O 8. O-O h6 9. h3 Nc6 10. Re1 Bf5 11. a3 a6 12. Be3 Qd7 13. Rc1 Rfe8 14. Bf1 Rad8 15. Qb3 Na5 16. Qd1 Ne4 17. b4 Nc6 18. Na4 Ne7 19. Nc5 Bxc5 20. dxc5 Nd5 21. Bd4 c6 22. Qb3 Ng5 23. Ne5 Qc8 24. Qg3 f6 25. Nc4 Nf7 26. Rxe8+ Rxe8 27. Ne3 Nxe3 28. Bxe3 Kh7 29. Bc4 Ne5 30. Bb3 Be6 31. Bc2+ Bf5 32. Bb3 Re7 33. Re1 Qd7 34. Kh2 Be6 35. Bc2+ Bf5 36. Bb3 Bg6 37. f3 Qd3 38. Bd1 Qxa3 39. Bd2 Qd3 40. Qf4 Rd7 41. Bc1 Qc4 42. Qg3 Nd3 43. Be2 Qxb4 44. Rd1 Nxc1 45. Rxd7 Nxe2 46. Qc7 Qf4+ 47. Qxf4 Nxf4 48. Rxb7 Bd3 49. Rb6 Bb5 50. g3 Nd3 51. Rb8 Nxc5 52. Rd8 a5 53. Rd2 a4 54. Ra2 Nd7 55. Ra3 Nb6 56. h4 Nc4 57. Ra1 Kg6 58. Kg2 Kf5 59. Kf2 Ke5 60. Ke2 Kd4 61. Kd1 Kc3 62. Rc1+ Kb2 63. f4 a3 64. f5 a2 65. Rc2+ Kb3 66. Rc1 Na3 67. Ra1 Kb2 68. Rxa2+ Kxa2 69. Kd2 Kb3 70. Ke3 c5 71. g4 c4 72. g5 c3 73. gxf6 gxf6 74. Kd4 h5 75. Kd5 c2 76. Ke6 c1=Q 77. Kxf6 Qf4 78. Kg6 Qxh4 79. f6 Qg4+ 80. Kh6 h4 81. f7 Qf4+ 82. Kg6 Qxf7+ 83. Kxf7 h3 84. Kg6 h2 85. Kg5 h1=Q 86. Kf4 Qd5 0-1,2664.5
 Blitz ,TalBaron-YouTube,grandmatt,1-0,2016.07.03,09:33:51,2706,2623,9.0,-8.0,E61,King's Indian Defense,180+0,Normal,1. d4 { [%eval 0.14] } 1... Nf6 { [%eval 0.22] } 2. c4 { [%eval 0.12] } 2... g6 { [%eval 0.46] } 3. Nc3 { [%eval 0.53] } 3... Bg7 { [%eval 0.41] } 4. Nf3 { [%eval 0.48] } 4... d6 { [%eval 0.44] } 5. h3 { [%eval 0.37] } 5... O-O { [%eval 0.39] } 6. e4 { [%eval 0.44] } 6... e5 { [%eval 0.35] } 7. d5 { [%eval 0.41] } 7... a5 { [%eval 0.42] } 8. Be3 { [%eval 0.2] } 8... Na6 { [%eval 0.29] } 9. g4 { [%eval 0.11] } 9... Nd7 { [%eval 0.08] } 10. a3 { [%eval 0.13] } 10... Nb6 { [%eval 0.14] } 11. Be2 { [%eval 0.14] } 11... Bd7 { [%eval 0.18] } 12. Qc2 { [%eval 0.32] } 12... Nc5 { [%eval 0.18] } 13. Nd2 { [%eval 0.24] } 13... Nba4 { [%eval 0.33] } 14. Nb5 { [%eval 0.16] } 14... Nb6 { [%eval 0.08] } 15. b3 { [%eval 0.23] } 15... f5 { [%eval 0.19] } 16. gxf5 { [%eval 0.14] } 16... gxf5 { [%eval 0.19] } 17. Rg1 { [%eval 0.46] } 17... f4 { [%eval 0.71] } 18. Bxc5 { [%eval 0.51] } 18... dxc5 { [%eval 0.51] } 19. Bg4 { [%eval 0.32] } 19... Bxb5?! { [%eval 1.25] } 20. cxb5 { [%eval 1.21] } 20... a4 { [%eval 1.21] } 21. Qxc5 { [%eval 1.18] } 21... axb3 { [%eval 1.11] } 22. Nxb3 { [%eval 0.95] } 22... Ra4?! { [%eval 1.73] } 23. Nd2 { [%eval 1.79] } 23... Kh8 { [%eval 1.69] } 24. Rc1 { [%eval 1.62] } 24... Rf7 { [%eval 1.58] } 25. Be6 { [%eval 1.37] } 25... Bf8?? { [%eval 7.35] } 26. Qxc7 { [%eval 7.13] } 26... Rxc7? { [%eval #1] } 27. Rg8# 1-0,2664.5
 Blitz ,grandmatt,TalBaron-YouTube,1/2-1/2,2016.07.03,10:04:29,2617,2715,3.0,-3.0,D44,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",180+0,Normal,1. d4 { [%eval 0.23] } 1... e6 { [%eval 0.27] } 2. c4 { [%eval 0.18] } 2... Nf6 { [%eval 0.24] } 3. Nf3 { [%eval 0.12] } 3... d5 { [%eval 0.15] } 4. Nc3 { [%eval 0.11] } 4... dxc4 { [%eval 0.38] } 5. e3 { [%eval 0.05] } 5... a6 { [%eval 0.16] } 6. Bxc4 { [%eval 0.16] } 6... b5 { [%eval 0.08] } 7. Be2 { [%eval 0.04] } 7... Bb7 { [%eval 0.06] } 8. O-O { [%eval 0.17] } 8... Nbd7 { [%eval 0.1] } 9. b3 { [%eval 0.1] } 9... c5 { [%eval 0.12] } 10. Bb2 { [%eval 0.08] } 10... Be7 { [%eval 0.05] } 11. dxc5 { [%eval 0.06] } 11... O-O? { [%eval 1.51] } 12. b4 { [%eval 1.57] } 12... Nxc5?! { [%eval 2.13] } 13. bxc5 { [%eval 2.21] } 1/2-1/2,2666.0
 Blitz ,TalBaron-YouTube,grandmatt,0-1,2016.07.03,10:07:12,2712,2620,-14.0,13.0,E61,King's Indian Defense,180+0,Normal,1. d4 { [%eval 0.15] } 1... Nf6 { [%eval 0.12] } 2. c4 { [%eval 0.2] } 2... g6 { [%eval 0.51] } 3. Nc3 { [%eval 0.39] } 3... Bg7 { [%eval 0.54] } 4. Nf3 { [%eval 0.39] } 4... d6 { [%eval 0.49] } 5. h3 { [%eval 0.32] } 5... O-O { [%eval 0.4] } 6. e4 { [%eval 0.42] } 6... e5 { [%eval 0.39] } 7. d5 { [%eval 0.33] } 7... a5 { [%eval 0.46] } 8. Be3 { [%eval 0.2] } 8... Na6 { [%eval 0.41] } 9. g4 { [%eval 0.14] } 9... Nd7 { [%eval 0.23] } 10. a3 { [%eval 0.18] } 10... Nb6 { [%eval 0.18] } 11. Rg1 { [%eval 0.2] } 11... Bd7 { [%eval 0.23] } 12. Nd2 { [%eval 0.0] } 12... Nc5 { [%eval -0.04] } 13. b3 { [%eval 0.1] } 13... c6 { [%eval 0.46] } 14. Qc2?! { [%eval -0.18] } 14... cxd5 { [%eval -0.05] } 15. cxd5 { [%eval -0.14] } 15... Rc8 { [%eval -0.13] } 16. Be2 { [%eval -0.18] } 16... Kh8 { [%eval -0.12] } 17. Rb1 { [%eval -0.19] } 17... Qh4?! { [%eval 0.46] } 18. Rg3 { [%eval 0.29] } 18... Qe7 { [%eval 0.36] } 19. Nc4 { [%eval 0.28] } 19... Nxc4 { [%eval 0.61] } 20. bxc4 { [%eval 0.43] } 20... Rc7?! { [%eval 0.98] } 21. Bxc5 { [%eval 0.94] } 21... dxc5 { [%eval 1.15] } 22. Rb6 { [%eval 1.18] } 22... Qd8 { [%eval 1.04] } 23. Qb2 { [%eval 1.01] } 23... Bc8 { [%eval 1.35] } 24. Nb5 { [%eval 1.32] } 24... Rd7 { [%eval 1.37] } 25. Na7 { [%eval 1.41] } 25... Kg8 { [%eval 1.64] } 26. Kf1 { [%eval 1.57] } 26... Bh6?! { [%eval 2.39] } 27. g5?! { [%eval 1.72] } 27... Bxg5 { [%eval 2.01] } 28. Nxc8 { [%eval 1.87] } 28... Bf4 { [%eval 2.04] } 29. Na7? { [%eval 0.95] } 29... Bxg3 { [%eval 0.91] } 30. fxg3 { [%eval 0.39] } 30... Qg5? { [%eval 1.44] } 31. Kg2 { [%eval 1.38] } 31... f5 { [%eval 1.2] } 32. Qxe5 { [%eval 1.28] } 32... Qd2? { [%eval 2.34] } 33. Qe6+? { [%eval 0.0] } 33... Rdf7?? { [%eval 4.44] } 34. exf5 { [%eval 3.94] } 34... Kg7? { [%eval 5.97] } 35. Qe5+ { [%eval 5.88] } 35... Kg8 { [%eval 5.74] } 36. Rb2?? { [%eval 2.27] } 36... Qe1 { [%eval 2.58] } 37. g4? { [%eval 0.0] } 37... gxf5 { [%eval 0.0] } 38. g5?? { [%eval -3.41] } 38... f4 { [%eval -2.99] } 39. g6?? { [%eval -13.17] } 39... f3+ { [%eval -12.98] } 40. Bxf3 { [%eval -12.73] } 40... Qxe5 { [%eval -12.35] } 41. gxf7+ { [%eval -11.93] } 41... Rxf7 { [%eval -11.22] } 42. Nb5?! { [%eval #-6] } 42... Qxb2+ { [%eval #-5] } 43. Kg3 { [%eval #-5] } 43... Qe5+?! { [%eval #-5] } 44. Kg2 { [%eval #-5] } 0-1,2666.0
 Blitz ,grandmatt,TalBaron-YouTube,0-1,2016.07.03,10:12:51,2633,2698,-8.0,9.0,D85,"Gruenfeld Defense: Exchange Variation, Modern Exchange Variation",180+0,Normal,1. d4 { [%eval 0.18] } 1... Nf6 { [%eval 0.2] } 2. c4 { [%eval 0.17] } 2... g6 { [%eval 0.44] } 3. Nc3 { [%eval 0.37] } 3... d5 { [%eval 0.4] } 4. cxd5 { [%eval 0.37] } 4... Nxd5 { [%eval 0.33] } 5. e4 { [%eval 0.4] } 5... Nxc3 { [%eval 0.35] } 6. bxc3 { [%eval 0.35] } 6... Bg7 { [%eval 0.5] } 7. Nf3 { [%eval 0.28] } 7... c5 { [%eval 0.34] } 8. Be3 { [%eval 0.23] } 8... Qa5 { [%eval 0.32] } 9. Qd2 { [%eval 0.29] } 9... O-O { [%eval 0.26] } 10. Rc1 { [%eval 0.31] } 10... Nd7 { [%eval 0.32] } 11. d5 { [%eval 0.27] } 11... Nf6 { [%eval 0.22] } 12. Bd3 { [%eval -0.01] } 12... c4 { [%eval 0.06] } 13. Bb1 { [%eval 0.0] } 13... e6 { [%eval -0.01] } 14. d6 { [%eval -0.09] } 14... e5 { [%eval -0.2] } 15. O-O { [%eval -0.31] } 15... Rd8 { [%eval -0.35] } 16. Rfd1 { [%eval -0.5] } 16... Ne8 { [%eval -0.29] } 17. Qd5?! { [%eval -0.98] } 17... Qxd5 { [%eval -0.84] } 18. Rxd5 { [%eval -1.01] } 18... Be6 { [%eval -0.89] } 19. Rb5?! { [%eval -1.43] } 19... Nxd6 { [%eval -1.28] } 20. Rb2 { [%eval -1.57] } 20... b6 { [%eval -1.48] } 21. Kf1 { [%eval -1.62] } 21... f6 { [%eval -1.64] } 22. a4 { [%eval -1.74] } 22... Bf8 { [%eval -1.75] } 23. Ba2? { [%eval -2.91] } 0-1,2665.5
 Blitz ,grandmatt,TalBaron-YouTube,0-1,2016.07.03,10:21:53,2638,2694,-9.0,9.0,D44,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",180+0,Normal,1. d4 { [%eval 0.16] } 1... Nf6 { [%eval 0.16] } 2. c4 { [%eval 0.18] } 2... e6 { [%eval 0.13] } 3. Nf3 { [%eval 0.14] } 3... d5 { [%eval 0.18] } 4. Nc3 { [%eval 0.1] } 4... dxc4 { [%eval 0.44] } 5. e3 { [%eval 0.1] } 5... a6 { [%eval 0.17] } 6. a4 { [%eval 0.06] } 6... b6 { [%eval 0.17] } 7. Bxc4 { [%eval 0.17] } 7... Bb7 { [%eval 0.13] } 8. O-O { [%eval 0.2] } 8... Bb4 { [%eval 0.15] } 9. Qe2 { [%eval 0.0] } 9... Nbd7 { [%eval 0.25] } 10. Rd1 { [%eval 0.08] } 10... O-O { [%eval 0.21] } 11. Bd3 { [%eval 0.02] } 11... c5 { [%eval 0.19] } 12. Na2 { [%eval 0.18] } 12... Ba5 { [%eval 0.0] } 13. Ne5 { [%eval -0.19] } 13... Qe7?! { [%eval 0.5] } 14. Nc4 { [%eval 0.46] } 14... cxd4 { [%eval 0.7] } 15. Nxa5?! { [%eval 0.16] } 15... bxa5 { [%eval 0.18] } 16. exd4 { [%eval 0.06] } 16... Rfc8 { [%eval 0.12] } 17. Bd2 { [%eval 0.0] } 17... Qd6 { [%eval -0.18] } 18. Be1 { [%eval -0.27] } 18... Rab8 { [%eval 0.06] } 19. Kh1 { [%eval -0.06] } 19... Nd5 { [%eval -0.08] } 20. f3 { [%eval -0.14] } 20... Nf4 { [%eval -0.12] } 21. Bg3 { [%eval -0.27] } 21... Nf6 { [%eval -0.31] } 22. Qd2 { [%eval -0.25] } 22... N6h5 { [%eval -0.18] } 23. Bf1? { [%eval -1.21] } 23... Nxg3+ { [%eval -1.43] } 24. hxg3 { [%eval -1.53] } 24... Nh5 { [%eval -1.44] } 25. Qxa5? { [%eval -2.53] } 25... Nxg3+ { [%eval -2.4] } 26. Kg1 { [%eval -3.29] } 26... Bd5? { [%eval -1.88] } 27. Nc3 { [%eval -2.05] } 27... Rxb2?! { [%eval -1.21] } 28. Nxd5 { [%eval -1.3] } 28... exd5 { [%eval -1.13] } 29. Rac1 { [%eval -1.57] } 29... Rxc1 { [%eval -1.25] } 30. Rxc1 { [%eval -1.23] } 30... h5? { [%eval -0.17] } 31. Qc7?? { [%eval -4.41] } 31... Qxc7 { [%eval -4.4] } 32. Rxc7 { [%eval -4.34] } 32... Rb1 { [%eval -4.23] } 33. Kf2 { [%eval -4.14] } 33... Nxf1 { [%eval -3.8] } 0-1,2666.0
 Bullet ,cemilchess,smurf42,0-1,2016.07.03,12:51:12,2714,2752,-10.0,11.0,B07,Pirc Defense #4,60+0,Normal,1. e4 { [%eval 0.31] } 1... d6 { [%eval 0.47] } 2. Nf3 { [%eval 0.24] } 2... Nf6 { [%eval 0.3] } 3. Nc3 { [%eval 0.25] } 3... Nbd7 { [%eval 0.38] } 4. Bc4 { [%eval 0.31] } 4... e5 { [%eval 0.65] } 5. d3 { [%eval 0.22] } 5... Be7 { [%eval 0.27] } 6. g4 { [%eval -0.18] } 6... O-O { [%eval -0.11] } 7. Rg1 { [%eval -0.14] } 7... Nb6 { [%eval 0.03] } 8. g5 { [%eval -0.03] } 8... Nfd7 { [%eval 0.0] } 9. h4 { [%eval -0.19] } 9... Nc5 { [%eval 0.24] } 10. Be3 { [%eval 0.2] } 10... Nxc4 { [%eval 0.08] } 11. dxc4 { [%eval 0.05] } 11... Be6 { [%eval 0.44] } 12. b3 { [%eval -0.04] } 12... a5?! { [%eval 0.7] } 13. a4?! { [%eval 0.0] } 13... b6 { [%eval 0.0] } 14. Nd2 { [%eval -0.35] } 14... Qc8?! { [%eval 0.25] } 15. Qe2 { [%eval 0.12] } 15... Rd8?! { [%eval 0.8] } 16. O-O-O { [%eval 0.75] } 16... c6 { [%eval 0.74] } 17. f4 { [%eval 0.65] } 17... b5? { [%eval 1.85] } 18. f5 { [%eval 1.66] } 18... Bd7? { [%eval 3.06] } 19. cxb5?! { [%eval 2.24] } 19... cxb5?! { [%eval 2.84] } 20. Nxb5? { [%eval 0.53] } 20... Bxb5 { [%eval 0.62] } 21. Qxb5? { [%eval -0.58] } 21... Rb8 { [%eval -0.92] } 22. Qe2 { [%eval -1.4] } 22... Nxb3+ { [%eval -1.37] } 23. Nxb3 { [%eval -1.39] } 23... Rxb3 { [%eval -1.45] } 24. f6 { [%eval -1.34] } 24... Bf8 { [%eval -1.21] } 25. g6?! { [%eval -1.73] } 25... hxg6 { [%eval -1.75] } 26. h5?? { [%eval -9.92] } 26... d5 { [%eval -9.34] } 27. hxg6? { [%eval #-2] } 27... Ba3+ { [%eval #-1] } 28. Kd2 { [%eval #-1] } 28... Qc3# 0-1,2733.0
 Bullet ,smurf42,cemilchess,1-0,2016.07.03,12:52:24,2763,2704,11.0,-10.0,A00,Van Geet Opening: Reversed Nimzowitsch,60+0,Normal,1. Nc3 e5 2. d3 Nc6 3. Nf3 Nf6 4. Bg5 Be7 5. e4 O-O 6. h3 d6 7. Ne2 Nd7 8. Bxe7 Nxe7 9. Ng3 c6 10. Qd2 d5 11. O-O-O f6 12. d4 dxe4 13. Nxe4 Qc7 14. Bc4+ Kh8 15. dxe5 Nxe5 16. Nxe5 fxe5 17. Ng5 Nd5 18. Bxd5 cxd5 19. Qxd5 Bf5 20. c3 Rac8 21. g4 Rcd8 22. Qxd8 1-0,2733.5
 Bullet ,cemilchess,smurf42,1-0,2016.07.03,12:53:20,2694,2774,14.0,-15.0,D01,Richter-Veresov Attack,60+0,Normal,1. d4 d5 2. Nc3 Nf6 3. Bg5 Nbd7 4. f3 c6 5. e4 dxe4 6. fxe4 e5 7. Qd2 Qa5 8. Nf3 Bb4 9. Bd3 exd4 10. Nxd4 Bxc3 11. bxc3 h6 12. Bh4 Ne5 13. O-O Nfd7 14. Nf5 Rg8 15. Kh1 Nc5 16. Nd6+ Kf8 17. Bc4 Be6 18. Qd4 Nxc4 19. Rxf7+ Bxf7 20. Rf1 1-0,2734.0
 Bullet ,smurf42,cemilchess,0-1,2016.07.03,12:54:30,2759,2708,-14.0,13.0,A45,Trompowsky Attack: Edge Variation,60+0,Normal,1. d4 Nf6 2. Bg5 Ne4 3. Bh4 d5 4. f3 Nd6 5. Nc3 Nf5 6. Bf2 c5 7. dxc5 d4 8. Ne4 Nc6 9. g4 Nh6 10. Qd2 f5 11. gxf5 Nxf5 12. O-O-O Qd5 13. Kb1 Be6 14. b3 O-O-O 15. Bh3 g6 16. Ng5 Bh6 17. Nxe6 Bxd2 18. Nxd8 Bc3 19. Nxc6 bxc6 20. e4 Qxc5 21. Ne2 Qa3 0-1,2733.5
 Bullet ,cemilchess,smurf42,1-0,2016.07.03,12:55:34,2721,2745,12.0,-13.0,B07,Pirc Defense #2,60+0,Normal,1. e4 { [%eval 0.29] } 1... d6 { [%eval 0.47] } 2. Nc3 { [%eval 0.33] } 2... Nf6 { [%eval 0.45] } 3. d4 { [%eval 0.45] } 3... Bg4 { [%eval 0.74] } 4. f3 { [%eval 0.58] } 4... Bh5?! { [%eval 1.18] } 5. Be3 { [%eval 1.13] } 5... Nbd7 { [%eval 1.33] } 6. Nge2 { [%eval 1.2] } 6... e5 { [%eval 1.16] } 7. Qd2 { [%eval 0.95] } 7... exd4?! { [%eval 1.46] } 8. Nxd4 { [%eval 1.59] } 8... Ne5 { [%eval 1.75] } 9. O-O-O { [%eval 1.67] } 9... a6 { [%eval 1.85] } 10. g4 { [%eval 1.96] } 10... Bg6 { [%eval 2.3] } 11. h3?! { [%eval 1.67] } 11... Be7?! { [%eval 2.33] } 12. f4? { [%eval 0.07] } 12... Nc6?? { [%eval 3.94] } 13. f5 { [%eval 3.6] } 13... Nxd4 { [%eval 3.47] } 14. Bxd4 { [%eval 3.41] } 14... Qd7?! { [%eval 4.27] } 15. fxg6 { [%eval 4.16] } 15... hxg6 { [%eval 4.0] } 16. Bg2 { [%eval 4.0] } 16... O-O-O { [%eval 4.4] } 17. e5? { [%eval 3.03] } 17... dxe5 { [%eval 2.96] } 18. Bxe5 { [%eval 3.01] } 18... Qe6?! { [%eval 3.75] } 19. Qe3?! { [%eval 3.1] } 19... Rhe8?? { [%eval 11.8] } 20. Qa7 { [%eval 11.4] } 1-0,2733.0
 Bullet ,smurf42,cemilchess,0-1,2016.07.03,12:56:17,2732,2733,-11.0,11.0,D01,Richter-Veresov Attack,60+0,Normal,1. d4 Nf6 2. Nc3 d5 3. Bg5 Nbd7 4. e3 c6 5. Bd3 g6 6. f4 Bg7 7. Nf3 O-O 8. O-O b6 9. Ne5 Bb7 10. Qe1 c5 11. Qh4 Re8 12. Rf3 Ne4 13. Rh3 h5 14. Nxe4 dxe4 15. Bc4 Nxe5 16. fxe5 Bd5 17. Bxd5 Qxd5 18. c3 cxd4 19. exd4 b5 20. a3 a5 21. Bxe7 b4 22. Bc5 bxc3 23. bxc3 Rab8 24. Rf1 Bxe5 25. Qg5 Bxd4+ 26. Bxd4 Qxg5 27. Bf6 Qc5+ 28. Bd4 Qxa3 29. g4 Qe7 30. gxh5 Qg5+ 31. Kh1 e3 32. Rg1 Qd5+ 0-1,2732.5
 Bullet ,cemilchess,smurf42,0-1,2016.07.03,12:57:38,2744,2721,-12.0,12.0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Modern Line",60+0,Normal,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. O-O-O d5 10. Kb1 Nxd4 11. e5 Nf5 12. exf6 Bxf6 13. Nxd5 Qxd5 14. Qxd5 Nxe3 15. Qd2 Nxd1 16. Qxd1 Be6 17. Be2 Rfd8 18. Qc1 Rd6 19. Rd1 Rb6 20. b3 Rc8 21. Qe3 Rbc6 22. c4 a6 23. g4 b5 24. cxb5 axb5 25. Bxb5 Rc3 26. Qd2 Rxf3 27. Be2 Rf2 28. h3 h5 29. Qe3 Rh2 30. gxh5 Bf5+ 31. Bd3 Rb2+ 32. Ka1 Rd2+ 0-1,2732.5
 Bullet ,smurf42,cemilchess,0-1,2016.07.03,12:59:03,2733,2732,-12.0,12.0,A40,Englund Gambit,60+0,Normal,1. d4 e5 2. dxe5 Nc6 3. Nf3 d6 4. Nc3 Bg4 5. exd6 Bxd6 6. Bg5 Nf6 7. Qd2 h6 8. Bh4 Qe7 9. O-O-O O-O-O 10. h3 Bh5 11. Nd5 Qe6 12. Nxf6 Qxa2 13. Qd5 Bf4+ 0-1,2732.5
 Bullet ,cemilchess,smurf42,1-0,2016.07.03,12:59:58,2744,2721,10.0,-10.0,B76,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Panov Variation",60+0,Normal,1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 g6 6. Be3 Bg7 7. f3 O-O 8. Qd2 Nc6 9. g4 Bxg4 10. fxg4 Nxg4 11. O-O-O Nce5 12. Be2 Nxe3 13. Qxe3 Rc8 14. Kb1 a6 15. h4 h5 16. Rhg1 Kh7 17. Nd5 e6 18. Nf4 Qxh4 19. Rh1 Qf6 20. Bxh5 Kg8 21. Be2 Nc4 22. Bxc4 Rxc4 23. c3 e5 24. Nd5 Qd8 25. Nf5 gxf5 26. Rdg1 f6 27. Qh6 1-0,2732.5
