Event,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,AN,avg_elo
 Bullet tournament ,KyleKorver,ok1975,1-0,2016.07.22,21:16:30,2758,2546,7.0,-7.0,E09,"Catalan Opening: Closed Variation, Traditional Variation",30+0,Normal,1. d4 { [%eval 0.15] } 1... Nf6 { [%eval 0.25] } 2. Nf3 { [%eval 0.21] } 2... d5 { [%eval 0.24] } 3. g3 { [%eval 0.0] } 3... e6 { [%eval 0.05] } 4. Bg2 { [%eval 0.06] } 4... Be7 { [%eval 0.08] } 5. O-O { [%eval 0.05] } 5... O-O { [%eval 0.08] } 6. c4 { [%eval 0.02] } 6... Nbd7 { [%eval 0.01] } 7. Qc2 { [%eval 0.1] } 7... c6 { [%eval 0.09] } 8. Nbd2 { [%eval 0.08] } 8... b6 { [%eval 0.1] } 9. e4 { [%eval 0.13] } 9... Bb7 { [%eval 0.14] } 10. e5 { [%eval 0.14] } 10... Ne8 { [%eval 0.19] } 11. Re1 { [%eval 0.09] } 11... Rc8 { [%eval 0.19] } 12. cxd5 { [%eval 0.2] } 12... cxd5 { [%eval 0.18] } 13. Qa4 { [%eval 0.19] } 13... Nc7 { [%eval -0.03] } 14. Bf1 { [%eval 0.02] } 14... a5 { [%eval 0.0] } 15. Qd1 { [%eval -0.01] } 15... Ba6 { [%eval 0.02] } 16. h4 { [%eval -0.05] } 16... Bxf1 { [%eval 0.11] } 17. Nxf1 { [%eval 0.08] } 17... Nb5 { [%eval 0.1] } 18. h5 { [%eval -0.02] } 18... Rc4?! { [%eval 0.51] } 19. Ne3 { [%eval 0.51] } 19... Rc6 { [%eval 0.58] } 20. h6 { [%eval 0.56] } 20... g6 { [%eval 0.54] } 21. Ng4 { [%eval 0.72] } 21... Re8 { [%eval 0.86] } 22. Bf4 { [%eval 0.7] } 22... Qc7 { [%eval 0.99] } 23. Re2?! { [%eval 0.41] } 23... Na7 { [%eval 0.56] } 24. Qd3 { [%eval 0.34] } 24... Rc4?! { [%eval 0.92] } 25. Bg5 { [%eval 0.45] } 25... Rc8?? { [%eval 5.29] } 26. Bxe7 { [%eval 5.31] } 26... Rc1+? { [%eval 7.35] } 27. Rxc1 { [%eval 6.18] } 27... Qxc1+ { [%eval 5.25] } 28. Re1 { [%eval 5.08] } 28... Qxb2?? { [%eval 9.61] } 29. Qe3?? { [%eval 3.67] } 29... Rc2?? { [%eval #9] } 30. Qf4 { [%eval #8] } 30... Rxf2 { [%eval #7] } 31. Nxf2?! { [%eval 22.6] } 31... Nb5?! { [%eval #7] } 32. Ng5 { [%eval #6] } 32... Nc3 { [%eval #2] } 33. Qxf7+ { [%eval #1] } 1-0,2652.0
 Bullet tournament ,ok1975,KyleKorver,0-1,2016.07.22,21:18:40,2543,2768,-7.0,7.0,A00,Van Geet Opening,30+0,Normal,1. Nc3 e6 2. Nf3 d5 3. g3 Nf6 4. d4 c6 5. Bg2 Nbd7 6. O-O Bd6 7. Bf4 Bxf4 8. gxf4 O-O 9. e3 Qb6 10. Ne5 Qxb2 11. Qd2 Qa3 12. Rab1 Qd6 13. Kh1 h6 14. Rg1 Kh8 15. Bf3 b6 16. Rg3 Qe7 17. Rbg1 Ne8 18. Bh5 Nxe5 19. fxe5 Rg8 20. f4 Bd7 21. Qg2 f5 22. Qh3 Kh7 23. Rg6 Nc7 24. Bf3 Be8 25. R6g3 g5 26. Ne2 g4 27. Qf1 Bh5 28. Bg2 Nb5 29. h3 Raf8 30. hxg4 Bxg4 31. Bh3 h5 32. Kh2 Kg7 33. Qg2 Kf7 34. Nc3 Ke8 35. Nxb5 cxb5 36. c3 Qc7 37. c4 Qxc4 38. Rb1 h4 39. Rb3 hxg3+ 40. Qxg3 Bxh3 41. Qh4 Qc2+ 42. Kxh3 Qg2# 0-1,2655.5
 Bullet tournament ,ok1975,gnejs,0-1,2016.07.22,21:23:38,2512,2851,-4.0,5.0,A00,Hungarian Opening: Van Kuijk Gambit,30+0,Normal,1. Nf3 h5 2. g3 h4 3. Nxh4 e5 4. Nf3 e4 5. Nd4 c5 6. e3 cxd4 7. exd4 Nc6 8. Nc3 d5 9. d3 Nf6 10. Be3 Bg4 11. dxe4 Bxd1 12. Rxd1 Bb4 13. Bb5 Nxe4 14. Bxc6+ bxc6 15. O-O Bxc3 16. bxc3 Qd7 17. Bf4 Qh3 0-1,2681.5
 Bullet tournament ,gnejs,CrushKing,1-0,2016.07.22,21:27:46,2829,2489,5.0,-4.0,A04,Zukertort Opening: Pirc Invitation,30+0,Normal,1. Nf3 d6 2. d4 g6 3. c4 c6 4. Nc3 Nf6 5. h4 Nfd7 6. h5 gxh5 7. e4 Na6 8. Be2 Nc7 9. Be3 a6 10. d5 b5 11. Bd4 Rg8 12. dxc6 Nb8 13. cxb5 axb5 14. Nxb5 Nxb5 15. Bxb5 Qc7 16. e5 Nxc6 17. Rc1 Bd7 18. exd6 Qxd6 19. Be3 Rc8 20. Qxd6 exd6 21. O-O Be7 22. Nd4 1-0,2659.0
 Bullet tournament ,GoGSWarriors_30,gnejs,1-0,2016.07.22,21:28:36,2488,2834,22.0,-32.0,A00,Gedult's Opening,30+0,Normal,1. f3 e5 2. g3 h5 3. Bg2 h4 4. g4 h3 5. Nxh3 d5 6. Nf2 Qh4 7. e3 f5 8. Qe2 fxg4 9. fxg4 Nf6 10. h3 Nc6 11. Nc3 Nb4 12. d3 Bd6 13. a3 Nc6 14. Nb5 Bd7 15. Nxd6+ cxd6 16. Bd2 O-O-O 17. O-O-O d4 18. Kb1 d5 19. exd4 Nxd4 20. Qf1 Rhf8 21. Qe1 Rde8 22. g5 Nh5 23. Ng4 Qxe1 24. Rhxe1 Bxg4 25. hxg4 Nf4 26. Bxf4 exf4 27. Bxd5 f3 28. Rf1 Ne2 29. Bxf3 Nf4 30. Be4 Kd8 31. Bf5 Nd5 32. Rfe1 Ne3 33. Rc1 g6 34. Be4 Re7 35. Rxe3 Rf4 36. Rce1 Rxg4 37. Bxg6 Rxe3 38. Rxe3 Rxg5 39. Be4 Rg1+ 40. Ka2 Rg7 41. Rf3 Kc7 42. Rf5 Rd7 43. Rd5 Kb6 44. Rxd7 Kc5 45. Rxb7 a5 46. Rb3 a4 47. Rb4 1-0,2661.0
 Blitz ,Peaudepailles,KingsNeverDie,1-0,2016.07.22,21:36:33,2705,2745,13.0,-17.0,A45,Paleface Attack,180+0,Normal,1. d4 { [%eval 0.18] } 1... Nf6 { [%eval 0.17] } 2. f3?! { [%eval -0.37] } 2... g6?! { [%eval 0.32] } 3. e4 { [%eval 0.39] } 3... d6 { [%eval 0.44] } 4. Nc3 { [%eval 0.39] } 4... Bg7 { [%eval 0.28] } 5. Be3 { [%eval 0.37] } 5... O-O { [%eval 0.33] } 6. Qd2 { [%eval 0.28] } 6... Nbd7 { [%eval 0.55] } 7. Bh6?! { [%eval 0.0] } 7... c5 { [%eval 0.39] } 8. d5?! { [%eval -0.16] } 8... a6 { [%eval -0.06] } 9. h4 { [%eval -0.04] } 9... b5 { [%eval -0.01] } 10. h5 { [%eval -0.07] } 10... Bxh6 { [%eval 0.0] } 11. Qxh6 { [%eval -0.18] } 11... Ne5 { [%eval -0.08] } 12. g4 { [%eval -0.51] } 12... c4? { [%eval 0.59] } 13. Be2 { [%eval 0.56] } 13... Qb6 { [%eval 0.48] } 14. O-O-O? { [%eval -0.77] } 14... b4 { [%eval -1.02] } 15. Na4 { [%eval -1.58] } 15... Qa5 { [%eval -1.51] } 16. b3 { [%eval -1.62] } 16... Bd7 { [%eval -1.39] } 17. g5 { [%eval -1.37] } 17... cxb3?? { [%eval #5] } 18. gxf6 { [%eval #4] } 18... b2+ { [%eval #4] } 19. Kb1 { [%eval #3] } 19... exf6 { [%eval #3] } 20. hxg6 { [%eval #2] } 1-0,2725.0
 Blitz ,KingsNeverDie,Peaudepailles,1-0,2016.07.22,21:39:41,2728,2718,15.0,-11.0,B41,"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",180+0,Normal,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Bd3 Nc6 7. Be3 Qc7 8. Nc3 Ne5 9. f3 Nxd3+ 10. Qxd3 d6 11. Kf2 Be7 12. g4 h6 13. h4 g6 14. g5 Nh5 15. Nde2 Bd7 16. Rad1 Rc8 17. b3 b6 18. Qd4 Rh7 19. Qxb6 Qxb6 20. Bxb6 hxg5 21. hxg5 Bxg5 22. Rxd6 Be7 23. Rd2 Nf6 24. Rxh7 Nxh7 25. Ke3 g5 26. Ng3 Nf6 27. Bd4 Bc5 28. Bxc5 Rxc5 29. Kd4 Rc8 30. e5 Nh7 31. Nce4 Ke7 32. Rh2 Nf8 33. Nh5 Bc6 34. Nxg5 Ng6 35. f4 a5 36. Nf6 Nxf4 37. Rh7 Rf8 38. Rg7 Be8 39. Ng8+ Kd8 40. Nh7 Nh5 41. Rg5 f6 42. exf6 Rf7 43. Rxa5 Bc6 44. Rxh5 Rd7+ 45. Ke5 Kc7 46. Ng5 Rd1 47. f7 Re1+ 48. Kf6 Rf1+ 49. Ke7 e5 50. f8=Q Rxf8 51. Kxf8 e4 52. Ne6+ Kd6 53. Kf7 Bd7 54. c5+ Kc6 55. Ne7+ Kb5 56. Re5 Bc6 57. Nxc6 Kxc6 58. Rxe4 Kd5 59. Rc4 Kc6 60. b4 Kb7 61. b5 Kc8 62. Rd4 Kb7 63. Rd7+ Kc8 64. c6 Kb8 65. b6 Ka8 66. Rd8# 1-0,2723.0
 Bullet tournament ,gnejs,CrushKing,1-0,2016.07.22,21:41:30,2836,2481,4.0,-3.0,A04,Reti Opening,30+0,Normal,1. Nf3 1-0,2658.5
 Blitz ,Peaudepailles,KingsNeverDie,0-1,2016.07.22,21:45:31,2707,2743,-11.0,13.0,A45,Paleface Attack,180+0,Normal,1. d4 Nf6 2. f3 g6 3. e4 d6 4. Nc3 Bg7 5. Be3 O-O 6. Qd2 c6 7. O-O-O b5 8. Bh6 Nbd7 9. h4 b4 10. Nce2 Qa5 11. Kb1 Nb6 12. Nc1 Nh5 13. Nge2 Nc4 14. Qg5 Qxg5 15. Bxg5 f6 16. Nf4 Ne3 17. Nxh5 fxg5 18. Nxg7 Nxd1 19. Bc4+ d5 20. exd5 Ne3 21. Bb3 Kxg7 22. dxc6 gxh4 23. Re1 Nxg2 24. Rxe7+ Kh6 25. d5 h3 26. Re2 h2 27. Rxg2 h1=Q 28. Rd2 Bf5 29. d6 Rac8 30. c7 Qxf3 31. a3 a5 32. axb4 axb4 33. Nd3 Bxd3 34. cxd3 Qf1+ 35. Kc2 Rf2 36. Be6 Rxd2+ 37. Kxd2 Re8 38. c8=Q Rxc8 39. Bxc8 Qf2+ 40. Kd1 Qd4 41. d7 Qxd3+ 42. Kc1 b3 43. d8=Q Qc2# 0-1,2725.0
 Bullet tournament ,gnejs,TalBaron-YouTube,1-0,2016.07.22,21:47:19,2852,2453,3.0,-3.0,C17,"French Defense: Winawer Variation, Bogoljubov Variation",30+0,Normal,1. e4 { [%eval 0.18] } 1... e6 { [%eval 0.12] } 2. d4 { [%eval 0.15] } 2... d5 { [%eval 0.23] } 3. Nc3 { [%eval 0.24] } 3... Bb4 { [%eval 0.29] } 4. e5 { [%eval 0.0] } 4... c5 { [%eval -0.06] } 5. Bd2 { [%eval 0.0] } 5... Nh6 { [%eval 0.23] } 6. Nf3 { [%eval 0.2] } 6... Nf5 { [%eval 0.23] } 7. dxc5 { [%eval 0.15] } 7... Bxc5 { [%eval 0.15] } 8. Bd3 { [%eval 0.22] } 8... Nh4 { [%eval 0.27] } 9. O-O { [%eval 0.12] } 9... O-O?? { [%eval 4.17] } 10. Re1?? { [%eval 0.32] } 10... Nxf3+ { [%eval 0.26] } 11. Qxf3 { [%eval 0.27] } 11... Nc6 { [%eval 0.31] } 12. Qg3 { [%eval 0.26] } 12... g6 { [%eval 0.67] } 13. Bg5 { [%eval 0.62] } 13... Qb6? { [%eval 2.31] } 14. Bh6? { [%eval 0.91] } 14... Re8? { [%eval 2.69] } 15. Na4 { [%eval 2.29] } 15... Qb4 { [%eval 2.68] } 16. Nxc5 { [%eval 2.23] } 16... Qxc5 { [%eval 2.34] } 17. c3 { [%eval 2.46] } 17... b5? { [%eval 3.74] } 18. h4 { [%eval 3.36] } 18... b4?! { [%eval 4.25] } 19. h5 { [%eval 4.16] } 19... bxc3?? { [%eval 22.69] } 20. hxg6 { [%eval 21.49] } 20... fxg6 { [%eval 20.93] } 21. Bxg6 { [%eval 19.44] } 21... Qe3?! { [%eval #2] } 22. Rxe3?! { [%eval #3] } 1-0,2652.5
 Bullet tournament ,gnejs,KyleKorver,0-1,2016.07.22,21:50:58,2821,2711,-22.0,18.0,A04,Zukertort Opening: Queen's Gambit Invitation,30+0,Normal,1. Nf3 e6 2. d4 d5 3. c3 Nf6 4. Bg5 Nbd7 5. Nbd2 c6 6. e4 dxe4 7. Nxe4 h6 8. Bxf6 Nxf6 9. Bd3 Be7 10. Qe2 Nxe4 11. Qxe4 Bf6 12. O-O-O Qc7 13. Qe2 b6 14. Kb1 Bb7 15. g4 O-O-O 16. Rhg1 Kb8 17. h4 c5 18. g5 hxg5 19. hxg5 Be7 20. Ne5 cxd4 21. Nxf7 dxc3 22. Nxd8 Rxd8 23. Rc1 Qf4 24. Rxc3 Bb4 25. Rb3 Bc5 26. Qxe6 Bd5 27. Qe2 Bxb3 28. axb3 Qd4 29. Rd1 Qxf2 30. Qxf2 Bxf2 31. Be2 Rxd1+ 32. Bxd1 g6 33. Kc2 Be3 34. Kd3 Bxg5 35. Bc2 Bf6 36. Ke4 g5 37. Kd5 Bxb2 38. Ke6 Bc1 39. Bf5 Bf4 40. Kd5 Bd2 41. Kc4 a5 42. b4 Bxb4 43. Kb5 Kc7 44. Bg4 Bc5 45. Bf3 Kd6 46. Bg4 Ke5 0-1,2766.0
 Blitz ,Peaudepailles,KingsNeverDie,0-1,2016.07.22,21:55:57,2710,2739,-11.0,13.0,A43,Benoni Defense: Old Benoni,180+0,Normal,1. d4 { [%eval 0.16] } 1... c5 { [%eval 0.55] } 2. d5 { [%eval 0.54] } 2... d6 { [%eval 0.61] } 3. Nc3 { [%eval 0.42] } 3... Bf5?! { [%eval 1.1] } 4. e4 { [%eval 1.04] } 4... Bg6 { [%eval 1.05] } 5. f4 { [%eval 1.28] } 5... h6 { [%eval 1.55] } 6. f5?! { [%eval 0.8] } 6... Bh7 { [%eval 0.82] } 7. g4 { [%eval 0.65] } 7... Nd7 { [%eval 0.67] } 8. Nf3 { [%eval 0.58] } 8... Ngf6 { [%eval 0.75] } 9. Rg1 { [%eval 0.8] } 9... a6 { [%eval 0.85] } 10. h4 { [%eval 0.45] } 10... g6 { [%eval 0.46] } 11. g5 { [%eval 0.54] } 11... hxg5 { [%eval 0.56] } 12. hxg5 { [%eval 0.1] } 12... Nh5 { [%eval 0.27] } 13. Bd3?! { [%eval -0.36] } 13... Bg7 { [%eval -0.25] } 14. a4 { [%eval -0.28] } 14... Qa5 { [%eval -0.25] } 15. Bd2 { [%eval -0.31] } 15... c4 { [%eval -0.4] } 16. Bxc4 { [%eval -0.89] } 16... gxf5 { [%eval -0.79] } 17. Qe2? { [%eval -1.84] } 17... f4 { [%eval -1.52] } 18. e5 { [%eval -1.76] } 18... Nxe5 { [%eval -1.81] } 19. Nxe5 { [%eval -1.83] } 19... Bxe5 { [%eval -1.67] } 20. Qxh5 { [%eval -2.33] } 20... Qc5?! { [%eval -1.74] } 21. O-O-O? { [%eval -3.77] } 21... Qxc4 { [%eval -3.33] } 22. Qf3?! { [%eval -3.97] } 22... b5 { [%eval -3.93] } 23. g6?! { [%eval -4.72] } 23... Bxg6 { [%eval -4.58] } 24. Rxg6 { [%eval -4.99] } 24... fxg6 { [%eval -4.99] } 25. Qg4 { [%eval -5.23] } 25... Kd8 { [%eval -5.14] } 26. Kb1 { [%eval -5.49] } 26... bxa4 { [%eval -5.35] } 27. Re1? { [%eval -7.49] } 27... a3 { [%eval -7.24] } 28. Re4? { [%eval -67.68] } 28... Rh1+ { [%eval -58.8] } 29. Be1?! { [%eval #-8] } 29... Rxe1+ { [%eval #-7] } 30. Rxe1 { [%eval #-7] } 30... Bxc3 { [%eval #-10] } 31. b3 { [%eval #-10] } 31... Qb4 { [%eval #-9] } 32. Ka2 { [%eval #-12] } 32... Bf6?! { [%eval -12.44] } 33. Qf3?! { [%eval #-7] } 33... Qd4?! { [%eval -16.21] } 34. Qd3?! { [%eval #-1] } 34... Qb2# 0-1,2724.5
 Blitz ,KingsNeverDie,Peaudepailles,0-1,2016.07.22,22:01:36,2752,2699,-16.0,13.0,B43,"Sicilian Defense: Kan Variation, Knight Variation",180+0,Normal,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 Qc7 6. Be3 Bb4 7. Be2 Bxc3+ 8. bxc3 Qxc3+ 9. Kf1 Nc6 10. Rb1 Nf6 11. Rb3 Qa5 12. Nxc6 dxc6 13. Qa1 O-O 14. Bb6 Qa4 15. Rg3 Ne8 16. h4 f6 17. Bh5 Qb5+ 0-1,2725.5
 Blitz ,Peaudepailles,KingsNeverDie,0-1,2016.07.22,22:03:49,2712,2736,-10.0,13.0,A45,Paleface Attack,180+0,Normal,1. d4 { [%eval 0.14] } 1... Nf6 { [%eval 0.15] } 2. f3?! { [%eval -0.36] } 2... g6?! { [%eval 0.36] } 3. e4 { [%eval 0.31] } 3... Bg7 { [%eval 0.34] } 4. Nc3 { [%eval 0.35] } 4... d6 { [%eval 0.31] } 5. Be3 { [%eval 0.37] } 5... O-O { [%eval 0.33] } 6. Qd2 { [%eval 0.24] } 6... c6 { [%eval 0.31] } 7. Bh6 { [%eval 0.05] } 7... b5 { [%eval 0.48] } 8. h4 { [%eval 0.46] } 8... Bxh6 { [%eval 0.58] } 9. Qxh6 { [%eval 0.43] } 9... e5 { [%eval 0.53] } 10. dxe5 { [%eval 0.25] } 10... dxe5 { [%eval 0.15] } 11. h5 { [%eval 0.01] } 11... Nxh5? { [%eval 2.25] } 12. g4 { [%eval 2.17] } 12... Nf6 { [%eval 2.12] } 13. Nge2 { [%eval 1.51] } 13... Qb6?! { [%eval 2.39] } 14. Ng3?! { [%eval 1.7] } 14... Rd8 { [%eval 1.79] } 15. Be2 { [%eval 1.65] } 15... Be6?! { [%eval 2.39] } 16. Kf1? { [%eval 0.55] } 16... Nbd7 { [%eval 0.46] } 17. g5 { [%eval 0.75] } 17... Nh5 { [%eval 1.1] } 18. Rxh5 { [%eval 0.85] } 18... gxh5 { [%eval 0.87] } 19. Nxh5?? { [%eval -4.53] } 19... Bh3+ { [%eval -4.5] } 20. Ke1 { [%eval -4.45] } 20... Qg1+ { [%eval -4.33] } 21. Kd2 { [%eval -4.39] } 21... Nf6+ { [%eval -4.36] } 22. Nd5? { [%eval -5.44] } 22... Qd4+ { [%eval -5.41] } 23. Bd3 { [%eval -5.41] } 23... Qf2+ { [%eval -5.24] } 24. Kc3 { [%eval -5.16] } 24... Qc5+ { [%eval -5.1] } 25. Kd2 { [%eval -5.1] } 25... Nxh5 { [%eval -4.77] } 26. Nf6+? { [%eval -5.79] } 26... Nxf6 { [%eval -5.81] } 27. gxf6 { [%eval -5.77] } 27... Qf2+ { [%eval -5.67] } 28. Kc3 { [%eval -5.6] } 28... Qg2 { [%eval -5.43] } 29. Rh1?? { [%eval #-9] } 29... Rxd3+ { [%eval #-8] } 30. cxd3 { [%eval #-8] } 30... b4+ { [%eval #-7] } 31. Kb3 { [%eval #-7] } 31... Be6+ { [%eval #-6] } 32. Ka4 { [%eval #-6] } 32... Qc2+ { [%eval #-5] } 33. Ka5 { [%eval #-2] } 33... Qc5+ { [%eval #-1] } 34. Ka4 { [%eval #-1] } 34... Qb5# 0-1,2724.0
 Bullet tournament ,gnejs,KyleKorver,1-0,2016.07.22,22:06:03,2736,2738,16.0,-14.0,D15,Slav Defense: Three Knights Variation,30+0,Normal,1. Nf3 c6 2. d4 d5 3. c4 Nf6 4. Nc3 Bg4 5. g3 Bxf3 6. exf3 e6 7. Qb3 Qb6 8. c5 Qxb3 9. axb3 Nbd7 10. b4 Be7 11. b5 O-O 12. f4 Ne4 13. bxc6 bxc6 14. Ra6 Nxc3 15. bxc3 Rfc8 16. Bd3 Rc7 17. O-O f6 18. Be3 e5 19. fxe5 fxe5 20. Bf5 exd4 21. cxd4 Nb8 22. Ra4 g6 23. Be6+ Kg7 24. Bf4 Rb7 25. Be5+ Bf6 26. f4 a5 27. Rfa1 Raa7 28. Bc8 Rb2 29. Rxa5 Rxa5 30. Rxa5 Bxe5 31. fxe5 Kf8 32. Ra7 g5 33. Bf5 Rb4 34. g4 h5 35. e6 Rxd4 36. Rf7+ Ke8 37. Bg6 hxg4 38. Kf2 Re4 39. Bxe4 d4 40. Rh7 Na6 41. Bg6+ Kd8 42. e7+ Kd7 43. e8=Q# 1-0,2737.0
 Blitz ,KingsNeverDie,Peaudepailles,0-1,2016.07.22,22:09:14,2749,2702,-15.0,12.0,B41,"Sicilian Defense: Kan Variation, Maroczy Bind, Reti Variation",180+0,Normal,1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Qc7 7. Be3 Bb4 8. Bd3 Nc6 9. Nxc6 dxc6 10. a3 Bxc3+ 11. bxc3 e5 12. O-O Be6 13. f3 O-O 14. c5 h6 15. Qe2 Rfd8 16. Rfd1 Rd7 17. Bc4 Bxc4 18. Qxc4 Rad8 19. Rxd7 Qxd7 20. Rb1 Qd3 21. Qxd3 Rxd3 22. Kf2 Rd7 23. a4 Kf8 24. g4 Ke8 25. h4 Ng8 26. g5 hxg5 27. hxg5 Ne7 28. f4 exf4 29. Bxf4 Ng6 30. Bd6 f6 31. gxf6 gxf6 32. Rg1 Kf7 33. Ke3 Rd8 34. a5 Rd7 35. Rg2 Nf8 36. e5 fxe5 37. Rf2+ Ke6 38. Rxf8 Rh7 39. Kd3 Kd5 40. c4+ Ke6 41. Re8+ Kf6 42. Rxe5 Rh3+ 43. Re3 Rh1 44. Bc7 Rd1+ 45. Kc2 Rd7 46. Bb6 Kf5 47. Rd3 Rh7 48. Rd8 Ke4 49. Rc8 Kd4 50. Kb3 Rh3+ 51. Kb4 Rh1 52. Rc7 Rb1+ 53. Ka3 Kc3 54. Ka2 Rb2+ 55. Ka1 Rb4 56. Rxb7 Kc2 57. Bc7 Ra4# 0-1,2725.5
 Blitz ,Peaudepailles,KingsNeverDie,1-0,2016.07.22,22:14:31,2714,2734,12.0,-14.0,D00,Blackmar-Diemer Gambit: Euwe Defense,180+0,Normal,1. d4 { [%eval 0.12] } 1... d5 { [%eval 0.21] } 2. e4?! { [%eval -0.36] } 2... dxe4 { [%eval -0.34] } 3. Nc3 { [%eval -0.39] } 3... Nf6 { [%eval -0.4] } 4. f3 { [%eval -0.41] } 4... exf3 { [%eval -0.4] } 5. Nxf3 { [%eval -0.46] } 5... e6 { [%eval -0.46] } 6. Bg5 { [%eval -0.44] } 6... Be7 { [%eval -0.43] } 7. Bd3 { [%eval -0.55] } 7... O-O { [%eval -0.55] } 8. O-O { [%eval -0.55] } 8... h6 { [%eval -0.52] } 9. Bf4 { [%eval -0.75] } 9... Nc6 { [%eval -0.6] } 10. Kh1 { [%eval -0.63] } 10... a6 { [%eval -0.36] } 11. a3 { [%eval -0.48] } 11... b5 { [%eval -0.01] } 12. Qe2?! { [%eval -0.94] } 12... Bb7 { [%eval -0.62] } 13. Rad1 { [%eval -0.54] } 13... Bd6 { [%eval -0.52] } 14. Bc1 { [%eval -0.84] } 14... Re8 { [%eval -0.76] } 15. Qf2 { [%eval -0.96] } 15... Ng4 { [%eval -0.94] } 16. Qg1 { [%eval -1.21] } 16... f5 { [%eval -1.06] } 17. h3 { [%eval -0.93] } 17... Nf6 { [%eval -0.92] } 18. d5? { [%eval -1.98] } 18... Nh5 { [%eval -1.64] } 19. Ne2 { [%eval -1.67] } 19... exd5 { [%eval -2.12] } 20. g4 { [%eval -2.11] } 20... Nf6 { [%eval -1.99] } 21. Bxf5?? { [%eval -5.19] } 21... Ne5?? { [%eval -1.16] } 22. Nxe5? { [%eval -3.47] } 22... d4+ { [%eval -3.6] } 23. Nf3 { [%eval -3.26] } 23... Rxe2 { [%eval -3.21] } 24. Rxd4? { [%eval -4.44] } 24... Ne4? { [%eval -2.97] } 25. Bxe4 { [%eval -2.89] } 25... Bxe4 { [%eval -2.66] } 26. Rf2?? { [%eval -8.65] } 26... Qh4 { [%eval -8.42] } 27. Rxe4?! { [%eval -9.01] } 27... Qxh3+ { [%eval -8.82] } 28. Nh2 { [%eval -8.64] } 28... Rxe4 { [%eval -8.15] } 29. Bd2 { [%eval -7.97] } 29... Rxg4?? { [%eval 1.1] } 30. Qxg4 { [%eval 0.93] } 30... Qxg4 { [%eval 0.92] } 31. Nxg4 { [%eval 1.04] } 31... Re8 { [%eval 1.01] } 32. Rg2 { [%eval 0.7] } 32... Kh7 { [%eval 0.84] } 33. Bc3 { [%eval 0.7] } 33... Re6 { [%eval 0.73] } 34. Nf2 { [%eval 0.53] } 34... g5 { [%eval 0.47] } 35. Kg1 { [%eval 0.44] } 35... Kg6 { [%eval 0.55] } 36. Kf1 { [%eval 0.31] } 36... h5 { [%eval 0.48] } 37. Nd3 { [%eval 0.34] } 37... g4 { [%eval 0.16] } 38. Re2 { [%eval 0.0] } 38... Kg5?? { [%eval 9.06] } 39. Rxe6 { [%eval 8.88] } 1-0,2724.0
 Blitz ,KingsNeverDie,Peaudepailles,1-0,2016.07.22,22:19:55,2720,2726,13.0,-11.0,B22,"Sicilian Defense: Alapin Variation, Smith-Morra Declined",180+0,Normal,1. e4 c5 2. d4 cxd4 3. c3 Nf6 4. e5 Nd5 5. Nf3 e6 6. cxd4 d6 7. Bc4 Be7 8. O-O O-O 9. Bd2 Nc6 10. Nc3 Nxc3 11. bxc3 dxe5 12. dxe5 Qc7 13. Bd3 b6 14. Qc2 h6 15. Qa4 Bb7 16. Qe4 g6 17. Bxh6 Rfd8 18. Qe2 Na5 19. Rad1 Qxc3 20. Ng5 Nc6 21. Bxg6 Nxe5 22. Bh7+ Kh8 23. Rxd8+ Rxd8 24. Qh5 Bf8 25. Be4 Bxe4 26. Nxe4 Qd3 27. Bf4+ Kg7 28. Qh6+ Kg8 29. Nf6# 1-0,2723.0
